workerid,proliferate.condition,accuracy,category,cond,conj1,conj1_num,conj2,conj2_num,internal_node_id,item,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
1617,All,,,S,Carlos,S,,,0.0-2.0-0.8,62,['is'],,,"Carlos %is,are% painting the mural.",95421,10,cloze,
1617,All,,,,Bill,S,those nurses,P,0.0-2.0-0.9,17,['is'],,,"Either Bill or those nurses %is,are% attending to the patients.",100192,11,cloze,
1617,All,,,S,Lin,S,,,0.0-2.0-0.10,51,['is'],,,"Lin %is,are% reviewing the project proposals.",102746,12,cloze,
1617,All,,,S,Maria,S,,,0.0-2.0-0.11,64,['is'],,,"Maria %is,are% producing the documentary film.",105069,13,cloze,
1617,All,,,PS,these research assistants,P,Fatima,S,0.0-2.0-0.12,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",108018,14,cloze,
1617,All,,,,these photographers,P,Alex,S,0.0-2.0-0.13,16,['is'],,,"Either these photographers or Alex %is,are% recording the solar eclipse.",110416,15,cloze,
1617,All,,,P,those painters,P,,,0.0-2.0-0.14,46,['are'],,,"Those painters %is,are% using the art studio.",113331,16,cloze,
1617,All,,,S,Elias,S,,,0.0-2.0-0.15,52,['is'],,,"Elias %is,are% leading the scientific research.",115818,17,cloze,
1617,All,,,,these drivers,P,those mechanics,P,0.0-2.0-0.16,4,['is'],,,"Either these drivers or those mechanics %is,are% repairing the truck engine.",119185,18,cloze,
1617,All,,,P,those editors,P,,,0.0-2.0-0.17,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",122108,19,cloze,
1617,All,,,,those athletes,P,Ellen,S,0.0-2.0-0.18,23,['is'],,,"Either those athletes or Ellen %is,are% working out at the gym.",125204,20,cloze,
1617,All,,,S,Thomas,S,,,0.0-2.0-0.19,63,['is'],,,"Thomas %is,are% training at the sports center.",127708,21,cloze,
1617,All,,,S,Jimmy,S,,,0.0-2.0-0.20,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",129974,22,cloze,
1617,All,,,S,Pedro,S,,,0.0-2.0-0.21,53,['is'],,,"Pedro %is,are% editing the academic journal.",132520,23,cloze,
1617,All,,,S,Peter,S,,,0.0-2.0-0.22,56,['is'],,,"Peter %is,are% composing the annual report.",134688,24,cloze,
1617,All,,,,Hasan,S,those volunteers,P,0.0-2.0-0.23,20,['is'],,,"Either Hasan or those volunteers %is,are% sorting the books.",138762,25,cloze,
1617,All,,,PS,those electricians,P,Melissa,S,0.0-2.0-0.24,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",141110,26,cloze,
1617,All,,,S,Zeynab,S,,,0.0-2.0-0.25,54,['is'],,,"Zeynab %is,are% caring for the garden.",143737,27,cloze,
1617,All,,,SS,Sarah,S,Matt,S,0.0-2.0-0.26,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",145914,28,cloze,
1617,All,,,P,those athletes,P,,,0.0-2.0-0.27,48,['are'],,,"Those athletes %is,are% working out at the gym.",148549,29,cloze,
1617,All,,,PP,these professors,P,those students,P,0.0-2.0-0.28,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",151153,30,cloze,
1617,All,,,,those plumbers,P,David,S,0.0-2.0-0.29,6,['is'],,,"Either those plumbers or David %is,are% fixing the leaking pipe.",153920,31,cloze,
1617,All,,,S,Ellen,S,,,0.0-2.0-0.30,71,['is'],,,"Ellen %is,are% renovating the historic building.",156754,32,cloze,
1617,All,,,P,those farmers,P,,,0.0-2.0-0.31,47,['are'],,,"Those farmers %is,are% tending to the crops.",158782,33,cloze,
1617,All,,,S,Hasan,S,,,0.0-2.0-0.32,65,['is'],,,"Hasan %is,are% decorating the gallery.",161122,34,cloze,
1617,All,,,P,those parents,P,,,0.0-2.0-0.33,49,['are'],,,"Those parents %is,are% taking care of the babies.",163709,35,cloze,
1617,All,,,,those parents,P,Hank,S,0.0-2.0-0.34,24,['is'],,,"Either those parents or Hank %is,are% taking care of the babies.",166234,36,cloze,
1617,All,,,,those designers,P,Brian,S,0.0-2.0-0.35,9,['is'],,,"Either those designers or Brian %is,are% creating the fashion collection.",169037,37,cloze,
1617,All,,,,these interior designers,P,these architects,P,0.0-2.0-0.36,13,['is'],,,"Either these interior designers or these architects %is,are% designing the building's layout.",172141,38,cloze,
1617,All,,,S,Hank,S,,,0.0-2.0-0.37,73,['is'],,,"Hank %is,are% constructing the playground.",174709,39,cloze,
1617,All,,,,those tailors,P,Thomas,S,0.0-2.0-0.38,19,['is'],,,"Either those tailors or Thomas %is,are% sewing the dresses.",177126,40,cloze,
1617,All,,,,Melissa,S,Patrick,S,0.0-2.0-0.39,8,['is'],,,"Either Melissa or Patrick %is,are% fixing the wiring issues.",179647,41,cloze,
1617,All,,,S,Emma,S,,,0.0-2.0-0.40,55,['is'],,,"Emma %is,are% resolving the network issues",183276,42,cloze,
1617,All,,,P,those kids,P,,,0.0-2.0-0.41,43,['are'],,,"Those kids %is,are% building the tree house.",185378,43,cloze,
1617,All,,,,those staff members,P,Sarah,S,0.0-2.0-0.42,10,['is'],,,"Either those staff members or Sarah %is,are% writing the end-of-year report.",187726,44,cloze,
1617,All,,,PS,those designers,P,Brian,S,0.0-2.0-0.43,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",190026,45,cloze,
1617,All,,,S,Lydia,S,,,0.0-2.0-0.44,67,['is'],,,"Lydia %is,are% tailoring the costumes.",192456,46,cloze,
1617,All,,,S,Mateo,S,,,0.0-2.0-0.45,50,['is'],,,"Mateo %is,are% organizing the charity event.",194820,47,cloze,
1617,All,,,,Lydia,S,Liam,S,0.0-2.0-0.46,21,['is'],,,"Either Lydia or Liam %is,are% using the art studio.",197268,48,cloze,
1617,All,,,S,Bill,S,,,0.0-2.0-0.47,59,['is'],,,"Bill %is,are% planning the conference.",199526,49,cloze,
1617,All,,,S,Kim,S,,,0.0-2.0-0.48,60,['is'],,,"Kim %is,are% cataloging the library collection.",201685,50,cloze,
1617,All,,,SS,Krishna,S,Amir,S,0.0-2.0-0.49,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",203936,51,cloze,
1617,All,,,,Hossein,S,Elias,S,0.0-2.0-0.50,25,['is'],,,"Either Hossein or Elias %is,are% sketching the concept art.",206093,52,cloze,
1617,All,,,,these professors,P,those students,P,0.0-2.0-0.51,2,['is'],,,"Either these professors or those students %is,are% drafting the important email.",208336,53,cloze,
1617,All,,,,Harry,S,those detectives,P,0.0-2.0-0.52,3,['is'],,,"Either Harry or those detectives %is,are% investigating the crime scene.",210470,54,cloze,
1617,All,,,SP,David,S,those plumbers,P,0.0-2.0-0.53,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",212990,55,cloze,
1617,All,,,SP,Lisa,S,those children,P,0.0-2.0-0.54,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",215239,56,cloze,
1617,All,,,,those children,P,Lisa,S,0.0-2.0-0.55,5,['is'],,,"Either those children or Lisa %is,are% preparing dinner.",217531,57,cloze,
1617,All,,,,those secretaries,P,those editors,P,0.0-2.0-0.56,14,['is'],,,"Either those secretaries or those editors %is,are% proofreading the manuscripts.",221693,58,cloze,
1617,All,,,S,Alex,S,,,0.0-2.0-0.57,58,['is'],,,"Alex %is,are% installing the security system.",224287,59,cloze,
1617,All,,,S,Ali,S,,,0.0-2.0-0.58,72,['is'],,,"Ali %is,are% cooking the festive meal.",226864,60,cloze,
1617,All,,,,those gardeners,P,those farmers,P,0.0-2.0-0.59,22,['is'],,,"Either those gardeners or those farmers %is,are% tending to the crops.",232079,61,cloze,
1617,All,,,P,those nurses,P,,,0.0-2.0-0.60,42,['are'],,,"Those nurses %is,are% attending to the patients.",234641,62,cloze,
1617,All,,,PP,these girls,P,those boys,P,0.0-2.0-0.61,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",237285,63,cloze,
1617,All,,,S,Joey,S,,,0.0-2.0-0.62,70,['is'],,,"Joey %is,are% developing the game software.",240060,64,cloze,
1617,All,,,S,Liam,S,,,0.0-2.0-0.63,68,['is'],,,"Liam %is,are% solving the mystery case.",242327,65,cloze,
1617,All,,,,Krishna,S,Amir,S,0.0-2.0-0.64,12,['is'],,,"Either Krishna or Amir %is,are% analyzing the market trends.",244986,66,cloze,
1617,All,,,,Juan,S,these teachers,P,0.0-2.0-0.65,11,['is'],,,"Either Juan or these teachers %is,are% making the admission decisions.",247285,67,cloze,
1617,All,,,SS,Juan,S,Antonio,S,0.0-2.0-0.66,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",249485,68,cloze,
1617,All,,,SP,Hanako,S,those mechanics,P,0.0-2.0-0.67,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",251374,69,cloze,
1617,All,,,,John,S,those boys,P,0.0-2.0-0.68,1,['is'],,,"Either John or those boys %is,are% interviewing the movie star.",253690,70,cloze,
1617,All,,,P,those volunteers,P,,,0.0-2.0-0.69,45,['are'],,,"Those volunteers %is,are% sorting the books.",256061,71,cloze,
1617,All,,,P,those tailors,P,,,0.0-2.0-0.70,44,['are'],,,"Those tailors %is,are% sewing the dresses.",257835,72,cloze,
1617,All,,,P,these photographers,P,,,0.0-2.0-0.71,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",259667,73,cloze,
1617,All,,,,Peter,S,those lawyers,P,0.0-2.0-0.72,15,['is'],,,"Either Peter or those lawyers %is,are% handling the legal documents.",261843,74,cloze,
1617,All,[],demographics,,,,,,0.0-3.0,,"{'age': '75', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Hold a higher degree', 'other-language': ''}",33330,,,295265,75,survey,
1617,All,,thanks,,,,,,0.0-4.0,,0,1705,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,296975,76,html-button-response,
1618,All,,irb,,,,,,0.0-0.0,,0,2772,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,2775,0,html-button-response,
1618,All,,instructions,,,,,,0.0-1.0,, ,16767,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,19544,1,html-keyboard-response,
1618,All,,,,those sculptors,P,those painters,P,0.0-2.0-0.0,21,['are'],,,"Either those sculptors or those painters %is,are% using the art studio.",28340,2,cloze,
1618,All,,,,Juan,S,these teachers,P,0.0-2.0-0.1,11,['are'],,,"Either Juan or these teachers %is,are% making the admission decisions.",35691,3,cloze,
1618,All,,,,Ellen,S,those athletes,P,0.0-2.0-0.2,23,['are'],,,"Either Ellen or those athletes %is,are% working out at the gym.",40641,4,cloze,
1618,All,,,S,Liam,S,,,0.0-2.0-0.3,68,['is'],,,"Liam %is,are% solving the mystery case.",44607,5,cloze,
1618,All,,,P,those lawyers,P,,,0.0-2.0-0.4,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",48290,6,cloze,
1618,All,,,,those art students,P,those illustrators,P,0.0-2.0-0.5,25,['are'],,,"Either those art students or those illustrators %is,are% sketching the concept art.",52907,7,cloze,
1618,All,,,S,Emma,S,,,0.0-2.0-0.6,55,['is'],,,"Emma %is,are% resolving the network issues",56690,8,cloze,
1618,All,,,S,Noah,S,,,0.0-2.0-0.7,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",60022,9,cloze,
1618,All,,,S,Pedro,S,,,0.0-2.0-0.8,53,['is'],,,"Pedro %is,are% editing the academic journal.",63907,10,cloze,
1618,All,,,P,those athletes,P,,,0.0-2.0-0.9,48,['are'],,,"Those athletes %is,are% working out at the gym.",66673,11,cloze,
1618,All,,,,those economists,P,those statisticians,P,0.0-2.0-0.10,12,['are'],,,"Either those economists or those statisticians %is,are% analyzing the market trends.",70690,12,cloze,
1618,All,,,,those children,P,Lisa,S,0.0-2.0-0.11,5,['are'],,,"Either those children or Lisa %is,are% preparing dinner.",84423,13,cloze,
1618,All,,,S,Elias,S,,,0.0-2.0-0.12,52,['is'],,,"Elias %is,are% leading the scientific research.",90721,14,cloze,
1618,All,,,S,Andy,S,,,0.0-2.0-0.13,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",94723,15,cloze,
1618,All,,,,William,S,Jackie,S,0.0-2.0-0.14,2,['are'],,,"Either William or Jackie %is,are% drafting the important email.",98073,16,cloze,
1618,All,,,S,Ellen,S,,,0.0-2.0-0.15,71,['is'],,,"Ellen %is,are% renovating the historic building.",101240,17,cloze,
1618,All,,,,these architects,P,Mateo,S,0.0-2.0-0.16,13,['are'],,,"Either these architects or Mateo %is,are% designing the building's layout.",105006,18,cloze,
1618,All,,,PS,these research assistants,P,Fatima,S,0.0-2.0-0.17,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",108889,19,cloze,
1618,All,,,S,Hank,S,,,0.0-2.0-0.18,73,['is'],,,"Hank %is,are% constructing the playground.",112173,20,cloze,
1618,All,,,,Brian,S,those designers,P,0.0-2.0-0.19,9,['are'],,,"Either Brian or those designers %is,are% creating the fashion collection.",117390,21,cloze,
1618,All,,,P,those tailors,P,,,0.0-2.0-0.20,44,['are'],,,"Those tailors %is,are% sewing the dresses.",121023,22,cloze,
1618,All,,,PP,those police officers,P,those detectives,P,0.0-2.0-0.21,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",124440,23,cloze,
1618,All,,,,Thomas,S,Maria,S,0.0-2.0-0.22,19,['are'],,,"Either Thomas or Maria %is,are% sewing the dresses.",128056,24,cloze,
1618,All,,,S,Hasan,S,,,0.0-2.0-0.23,65,['is'],,,"Hasan %is,are% decorating the gallery.",132206,25,cloze,
1618,All,,,S,Carlos,S,,,0.0-2.0-0.24,62,['is'],,,"Carlos %is,are% painting the mural.",135540,26,cloze,
1618,All,,,S,Lydia,S,,,0.0-2.0-0.25,67,['is'],,,"Lydia %is,are% tailoring the costumes.",138690,27,cloze,
1618,All,,,SS,Juan,S,Antonio,S,0.0-2.0-0.26,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",141539,28,cloze,
1618,All,,,,those parents,P,Hank,S,0.0-2.0-0.27,24,['are'],,,"Either those parents or Hank %is,are% taking care of the babies.",144673,29,cloze,
1618,All,,,,Alex,S,Noah,S,0.0-2.0-0.28,16,['are'],,,"Either Alex or Noah %is,are% recording the solar eclipse.",147756,30,cloze,
1618,All,,,PS,those designers,P,Brian,S,0.0-2.0-0.29,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",150839,31,cloze,
1618,All,,,P,those kids,P,,,0.0-2.0-0.30,43,['are'],,,"Those kids %is,are% building the tree house.",153590,32,cloze,
1618,All,,,S,Thomas,S,,,0.0-2.0-0.31,63,['is'],,,"Thomas %is,are% training at the sports center.",156973,33,cloze,
1618,All,,,S,Kim,S,,,0.0-2.0-0.32,60,['is'],,,"Kim %is,are% cataloging the library collection.",160873,34,cloze,
1618,All,,,SP,Hanako,S,those mechanics,P,0.0-2.0-0.33,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",163672,35,cloze,
1618,All,,,SS,Sarah,S,Matt,S,0.0-2.0-0.34,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",165872,36,cloze,
1618,All,,,SP,David,S,those plumbers,P,0.0-2.0-0.35,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",168606,37,cloze,
1618,All,,,S,Joey,S,,,0.0-2.0-0.36,70,['is'],,,"Joey %is,are% developing the game software.",172056,38,cloze,
1618,All,,,,Hanako,S,those mechanics,P,0.0-2.0-0.37,4,['are'],,,"Either Hanako or those mechanics %is,are% repairing the truck engine.",174440,39,cloze,
1618,All,,,S,Ali,S,,,0.0-2.0-0.38,72,['is'],,,"Ali %is,are% cooking the festive meal.",178522,40,cloze,
1618,All,,,PP,these professors,P,those students,P,0.0-2.0-0.39,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",181572,41,cloze,
1618,All,,,SS,Krishna,S,Amir,S,0.0-2.0-0.40,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",184305,42,cloze,
1618,All,,,,these research assistants,P,Fatima,S,0.0-2.0-0.41,7,['are'],,,"Either these research assistants or Fatima %is,are% conducting the experiments.",187739,43,cloze,
1618,All,,,,Zeynab,S,those editors,P,0.0-2.0-0.42,14,['are'],,,"Either Zeynab or those editors %is,are% proofreading the manuscripts.",190672,44,cloze,
1618,All,,,P,those parents,P,,,0.0-2.0-0.43,49,['are'],,,"Those parents %is,are% taking care of the babies.",193189,45,cloze,
1618,All,,,,Melissa,S,those electricians,P,0.0-2.0-0.44,8,['are'],,,"Either Melissa or those electricians %is,are% fixing the wiring issues.",196955,46,cloze,
1618,All,,,P,those volunteers,P,,,0.0-2.0-0.45,45,['are'],,,"Those volunteers %is,are% sorting the books.",199589,47,cloze,
1618,All,,,S,Yuki,S,,,0.0-2.0-0.46,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",203122,48,cloze,
1618,All,,,S,Zeynab,S,,,0.0-2.0-0.47,54,['is'],,,"Zeynab %is,are% caring for the garden.",206438,49,cloze,
1618,All,,,P,those editors,P,,,0.0-2.0-0.48,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",209005,50,cloze,
1618,All,,,S,Lin,S,,,0.0-2.0-0.49,51,['is'],,,"Lin %is,are% reviewing the project proposals.",212772,51,cloze,
1618,All,,,,those volunteers,P,Hasan,S,0.0-2.0-0.50,20,['are'],,,"Either those volunteers or Hasan %is,are% sorting the books.",215472,52,cloze,
1618,All,,,S,Peter,S,,,0.0-2.0-0.51,56,['is'],,,"Peter %is,are% composing the annual report.",218772,53,cloze,
1618,All,,,P,these architects,P,,,0.0-2.0-0.52,38,['are'],,,"These architects %is,are% designing the building's layout.",220972,54,cloze,
1618,All,,,S,Alex,S,,,0.0-2.0-0.53,58,['is'],,,"Alex %is,are% installing the security system.",223972,55,cloze,
1618,All,,,,David,S,Joan,S,0.0-2.0-0.54,6,['are'],,,"Either David or Joan %is,are% fixing the leaking pipe.",226155,56,cloze,
1618,All,,,,those police officers,P,those detectives,P,0.0-2.0-0.55,3,['are'],,,"Either those police officers or those detectives %is,are% investigating the crime scene.",229088,57,cloze,
1618,All,,,,those gardeners,P,those farmers,P,0.0-2.0-0.56,22,['are'],,,"Either those gardeners or those farmers %is,are% tending to the crops.",231572,58,cloze,
1618,All,,,S,Maria,S,,,0.0-2.0-0.57,64,['is'],,,"Maria %is,are% producing the documentary film.",234589,59,cloze,
1618,All,,,P,those farmers,P,,,0.0-2.0-0.58,47,['are'],,,"Those farmers %is,are% tending to the crops.",236722,60,cloze,
1618,All,,,,those managers,P,those staff members,P,0.0-2.0-0.59,10,['are'],,,"Either those managers or those staff members %is,are% writing the end-of-year report.",240038,61,cloze,
1618,All,,,P,those painters,P,,,0.0-2.0-0.60,46,['are'],,,"Those painters %is,are% using the art studio.",242755,62,cloze,
1618,All,,,,those lawyers,P,Peter,S,0.0-2.0-0.61,15,['are'],,,"Either those lawyers or Peter %is,are% handling the legal documents.",245272,63,cloze,
1618,All,,,SP,Lisa,S,those children,P,0.0-2.0-0.62,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",248672,64,cloze,
1618,All,,,,those kids,P,Jimmy,S,0.0-2.0-0.63,18,['are'],,,"Either those kids or Jimmy %is,are% building the tree house.",253088,65,cloze,
1618,All,,,PS,those electricians,P,Melissa,S,0.0-2.0-0.64,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",256138,66,cloze,
1618,All,,,,Bill,S,those nurses,P,0.0-2.0-0.65,17,['are'],,,"Either Bill or those nurses %is,are% attending to the patients.",259089,67,cloze,
1618,All,,,S,Jimmy,S,,,0.0-2.0-0.66,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",262372,68,cloze,
1618,All,,,,those boys,P,John,S,0.0-2.0-0.67,1,['are'],,,"Either those boys or John %is,are% interviewing the movie star.",264588,69,cloze,
1618,All,,,S,Bill,S,,,0.0-2.0-0.68,59,['is'],,,"Bill %is,are% planning the conference.",267555,70,cloze,
1618,All,,,S,Mateo,S,,,0.0-2.0-0.69,50,['is'],,,"Mateo %is,are% organizing the charity event.",270922,71,cloze,
1618,All,,,PP,these girls,P,those boys,P,0.0-2.0-0.70,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",273022,72,cloze,
1618,All,,,P,those nurses,P,,,0.0-2.0-0.71,42,['are'],,,"Those nurses %is,are% attending to the patients.",275488,73,cloze,
1618,All,,,P,these photographers,P,,,0.0-2.0-0.72,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",277638,74,cloze,
1618,All,[],demographics,,,,,,0.0-3.0,,"{'age': '38', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Graduated college', 'other-language': ''}",31638,,,309351,75,survey,
1618,All,,thanks,,,,,,0.0-4.0,,0,2369,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,311721,76,html-button-response,
