workerid,proliferate.condition,accuracy,category,conj1,conj2,dataType,id,internal_node_id,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
2071,All,,,Amelia,null,filler_is,120,0.0-2.0-0.35,['is'],,,"Amelia %is,are,am% trying to cleanse the negative energy in the house.",144842,37,cloze,
2071,All,,,I,null,filler_am,79,0.0-2.0-0.36,['am'],,,"I %is,are,am% teaching my cat Spanish.",146920,38,cloze,
2071,All,,,we,the assailant,critical,20,0.0-2.0-0.37,['is'],,,"Either we or the assailant %is,are,am% building a house.",151134,39,cloze,
2071,All,,,the warrior,I,critical,34,0.0-2.0-0.38,['am'],,,"Either the warrior or I %is,are,am% beginning to believe in luck.",154454,40,cloze,
2071,All,,,the pianists,the sales associates,critical,67,0.0-2.0-0.39,['are'],,,"Either the pianists or the sales associates %is,are,am% adopting a family of kittens.",159986,41,cloze,
2071,All,,,the cartoonists,I,critical,53,0.0-2.0-0.40,['am'],,,"Either the cartoonists or I %is,are,am% attending the conference in Azerbaijan.",164864,42,cloze,
2071,All,,,we,the neighbor,critical,22,0.0-2.0-0.41,['is'],,,"Either we or the neighbor %is,are,am% traveling the world.",168622,43,cloze,
2071,All,,,I,null,filler_am,72,0.0-2.0-0.42,['am'],,,"I %is,are,am% getting my car detailed.",170339,44,cloze,
2071,All,,,we,the lizard people,critical,25,0.0-2.0-0.43,['are'],,,"Either we or the lizard people %is,are,am% looking for the meaning of life.",174934,45,cloze,
2071,All,,,the dog trainers,we,critical,58,0.0-2.0-0.44,['are'],,,"Either the dog trainers or we %is,are,am% inspiring others.",178374,46,cloze,
2071,All,,,the Real Housewives of Orlando,the graduate students,critical,65,0.0-2.0-0.45,['are'],,,"Either the Real Housewives of Orlando or the graduate students %is,are,am% moving to Nairobi.",186456,47,cloze,
2071,All,,,I,we,filler_are,101,0.0-2.0-0.46,['are'],,,"Both I and we %is,are,am% traveling down Route 66.",230432,48,cloze,
2071,All,,,I,the hairdressers,filler_are,106,0.0-2.0-0.47,['are'],,,"Both I and the hairdressers %is,are,am% following a Bob Ross tutorial.",234125,49,cloze,
2071,All,,,the angels,I,critical,52,0.0-2.0-0.48,['am'],,,"Either the angels or I %is,are,am% hitchhiking to British Columbia.",237435,50,cloze,
2071,All,,,the maids,I,critical,51,0.0-2.0-0.49,['am'],,,"Either the maids or I %is,are,am% making a difference.",240421,51,cloze,
2071,All,,,Faith,I,filler_are,98,0.0-2.0-0.50,['are'],,,"Both Faith and I %is,are,am% participating in a beauty pageant.",247146,52,cloze,
2071,All,,,Uma,null,filler_is,112,0.0-2.0-0.51,['is'],,,"Uma %is,are,am% trying to decipher the youths' slang.",250248,53,cloze,
2071,All,,,Katherine,Quincy,filler_are,94,0.0-2.0-0.52,['are'],,,"Both Katherine and Quincy %is,are,am% failing Spanish class.",253255,54,cloze,
2071,All,,,the pharmacists,the werewolves,critical,69,0.0-2.0-0.53,['are'],,,"Either the pharmacists or the werewolves %is,are,am% pleading with the Prime Minister.",258925,55,cloze,
2071,All,,,Oliver,we,filler_are,90,0.0-2.0-0.54,['are'],,,"Both Oliver and we %is,are,am% designing tote bags for the funeral home.",262781,56,cloze,
2071,All,,,we,the ladies,critical,28,0.0-2.0-0.55,['are'],,,"Either we or the ladies %is,are,am% exploring the ocean depths.",267494,57,cloze,
2071,All,,,Rose,null,filler_is,111,0.0-2.0-0.56,['is'],,,"Rose %is,are,am% opening the fridge.",268901,58,cloze,
2071,All,,,Finn,null,filler_is,128,0.0-2.0-0.57,['is'],,,"Finn %is,are,am% going to the Broadway show.",270770,59,cloze,
2071,All,,,the mermaids,the meteorologist,critical,61,0.0-2.0-0.58,['is'],,,"Either the mermaids or the meteorologist %is,are,am% hitting the jackpot.",273682,60,cloze,
2071,All,,,the Grim Reaper,the astrologists,critical,45,0.0-2.0-0.59,['are'],,,"Either the Grim Reaper or the astrologists %is,are,am% cleaning the inside of the oven.",276809,61,cloze,
2071,All,,,I,null,filler_am,73,0.0-2.0-0.60,['am'],,,"I %is,are,am% reheating my day-old fries.",278702,62,cloze,
2071,All,,,I,null,filler_am,89,0.0-2.0-0.61,['am'],,,"I %is,are,am% rearranging my bedroom furniture.",281392,63,cloze,
2071,All,,,we,the emperor,critical,24,0.0-2.0-0.62,['is'],,,"Either we or the emperor %is,are,am% writing a novel.",284778,64,cloze,
2071,All,,,Xavier,null,filler_is,118,0.0-2.0-0.63,['is'],,,"Xavier %is,are,am% eating without utensils.",286470,65,cloze,
2071,All,,,the wizards,I,critical,50,0.0-2.0-0.64,['am'],,,"Either the wizards or I %is,are,am% writing a review of the circus performance.",289468,66,cloze,
2071,All,,,we,I,critical,19,0.0-2.0-0.65,['am'],,,"Either we or I %is,are,am% ordering more paella.",292802,67,cloze,
2071,All,,,I,the children,critical,13,0.0-2.0-0.66,['are'],,,"Either I or the children %is,are,am% drinking copious amounts of lemonade.",296169,68,cloze,
2071,All,,,the street performers,the scientist,critical,64,0.0-2.0-0.67,['is'],,,"Either the street performers or the scientist %is,are,am% dancing the macarena.",299263,69,cloze,
2071,All,,,I,null,filler_am,87,0.0-2.0-0.68,['am'],,,"I %is,are,am% working on my third novel.",301334,70,cloze,
2071,All,,,the coach,we,critical,37,0.0-2.0-0.69,['are'],,,"Either the coach or we %is,are,am% reading the latest Stephen King novel.",304579,71,cloze,
2071,All,,,I,the altos,critical,12,0.0-2.0-0.70,['is'],,,"Either I or the altos %is,are,am% going to the moon.",311996,72,cloze,
2071,All,,,Naomi,null,filler_is,123,0.0-2.0-0.71,['is'],,,"Naomi %is,are,am% catching the train uptown.",314613,73,cloze,
2071,All,,,Grace,null,filler_is,119,0.0-2.0-0.72,['is'],,,"Grace %is,are,am% hoping for a miracle.",419982,74,cloze,
2071,All,,,Willa,null,filler_is,110,0.0-2.0-0.73,['is'],,,"Willa %is,are,am% drinking a Diet Coke in the shower.",422208,75,cloze,
2071,All,,,the firefighter,I,critical,31,0.0-2.0-0.74,['am'],,,"Either the firefighter or I %is,are,am% touring the San Diego Zoo.",425037,76,cloze,
2071,All,,,Jack,null,filler_is,115,0.0-2.0-0.75,['is'],,,"Jack %is,are,am% building a home.",427016,77,cloze,
2071,All,,,the detectives,the actresses,filler_are,107,0.0-2.0-0.76,['are'],,,"Both the detectives and the actresses %is,are,am% helping remove lice from a child's hair.",431096,78,cloze,
2071,All,,,the professors,we,critical,56,0.0-2.0-0.77,['are'],,,"Either the professors or we %is,are,am% visiting the capital of Lithuania.",434818,79,cloze,
2071,All,,,Penelope,null,filler_is,124,0.0-2.0-0.78,['is'],,,"Penelope %is,are,am% trying to hail a taxi.",436664,80,cloze,
2071,All,,,I,null,filler_am,76,0.0-2.0-0.79,['am'],,,"I %is,are,am% helping my friend win back their ex.",440984,81,cloze,
2071,All,,,I,null,filler_am,86,0.0-2.0-0.80,['am'],,,"I %is,are,am% trying to find my Halloween candy.",443185,82,cloze,
2071,All,,,the androids,the waitress,critical,63,0.0-2.0-0.81,['is'],,,"Either the androids or the waitress %is,are,am% learning a new language.",446963,83,cloze,
2071,All,,,the diver,the miner,critical,43,0.0-2.0-0.82,['is'],,,"Either the diver or the miner %is,are,am% listening to the tale of Odysseus.",449849,84,cloze,
2071,All,,,Natalie,I,filler_are,96,0.0-2.0-0.83,['are'],,,"Both Natalie and I %is,are,am% reading the dictionary cover to cover.",455169,85,cloze,
2071,All,,,we,Gabriel,filler_are,105,0.0-2.0-0.84,['are'],,,"Both we and Gabriel %is,are,am% painting over the original Mona Lisa.",459604,86,cloze,
2071,All,,,Quinn,we,filler_are,95,0.0-2.0-0.85,['are'],,,"Both Quinn and we %is,are,am% brushing a cat.",462454,87,cloze,
2071,All,,,I,the harpy,critical,5,0.0-2.0-0.86,['is'],,,"Either I or the harpy %is,are,am% celebrating World Rivers Day.",470217,88,cloze,
2071,All,,,the politician,I,critical,30,0.0-2.0-0.87,['am'],,,"Either the politician or I %is,are,am% debating morality with the guru.",475216,89,cloze,
2071,All,,,Zachary,null,filler_is,113,0.0-2.0-0.88,['is'],,,"Zachary %is,are,am% looking for a clean pair of shorts.",477632,90,cloze,
2071,All,,,we,I,critical,15,0.0-2.0-0.89,['am'],,,"Either we or I %is,are,am% making a hearty stew.",481442,91,cloze,
2071,All,,,the clown,I,critical,33,0.0-2.0-0.90,['am'],,,"Either the clown or I %is,are,am% asking for more coffee.",483760,92,cloze,
2071,All,,,the gremlin,the zoologists,critical,49,0.0-2.0-0.91,['are'],,,"Either the gremlin or the zoologists %is,are,am% designing a website.",486761,93,cloze,
2071,All,,,I,null,filler_am,80,0.0-2.0-0.92,['am'],,,"I %is,are,am% weeding my garden.",488417,94,cloze,
2071,All,,,I,we,critical,3,0.0-2.0-0.93,['are'],,,"Either I or we %is,are,am% running a marathon.",490655,95,cloze,
2071,All,,,we,I,filler_are,108,0.0-2.0-0.94,['are'],,,"Both we and I %is,are,am% building a model train set.",494038,96,cloze,
2071,All,,,Hannah,the Martians,filler_are,100,0.0-2.0-0.95,['are'],,,"Both Hannah and the Martians %is,are,am% putting together a heist.",496883,97,cloze,
2071,All,,,I,the millionaires,filler_are,109,0.0-2.0-0.96,['are'],,,"Both I and the millionaires %is,are,am% meditating at the airport.",499868,98,cloze,
2071,All,,,I,null,filler_am,70,0.0-2.0-0.97,['am'],,,"I %is,are,am% feeding my firstborn.",501263,99,cloze,
2071,All,,,I,the singer,critical,7,0.0-2.0-0.98,['is'],,,"Either I or the singer %is,are,am% grading the term papers.",504055,100,cloze,
2071,All,,,the fairy,the astronaut,critical,44,0.0-2.0-0.99,['is'],,,"Either the fairy or the astronaut %is,are,am% writing an original song about breakups.",508648,101,cloze,
2071,All,,,I,null,filler_am,71,0.0-2.0-0.100,['am'],,,"I %is,are,am% eating my lunch.",510115,102,cloze,
2071,All,,,Frank,the janitors,filler_are,104,0.0-2.0-0.101,['are'],,,"Both Frank and the janitors %is,are,am% purchasing new phones.",513476,103,cloze,
2071,All,,,the gargoyle,the graphic designers,critical,68,0.0-2.0-0.102,['are'],,,"Either the gargoyle or the graphic designers %is,are,am% making a toy at Build-A-Bear.",518900,104,cloze,
2071,All,,,I,null,filler_am,82,0.0-2.0-0.103,['am'],,,"I %is,are,am% celebrating my sibling's birthday.",520900,105,cloze,
2071,All,,,the jewelers,we,critical,57,0.0-2.0-0.104,['are'],,,"Either the jewelers or we %is,are,am% giving away free donuts.",525846,106,cloze,
2071,All,,,I,null,filler_am,88,0.0-2.0-0.105,['am'],,,"I %is,are,am% picking the onion out of my tomato soup.",528527,107,cloze,
2071,All,,,the mummies,we,critical,55,0.0-2.0-0.106,['are'],,,"Either the mummies or we %is,are,am% welcoming the guests.",532498,108,cloze,
2071,All,,,the tailors,the leprechauns,critical,66,0.0-2.0-0.107,['are'],,,"Either the tailors or the leprechauns %is,are,am% attending a lecture on Jane Austen.",537971,109,cloze,
2071,All,,,Matthew,null,filler_is,126,0.0-2.0-0.108,['is'],,,"Matthew %is,are,am% texting the group chat about the tea.",540672,110,cloze,
2071,All,,,Holly,null,filler_is,114,0.0-2.0-0.109,['is'],,,"Holly %is,are,am% folding napkins for the wedding.",543397,111,cloze,
2071,All,,,I,the city councilmembers,critical,10,0.0-2.0-0.110,['are'],,,"Either I or the city councilmembers %is,are,am% asking for assistance.",546944,112,cloze,
2071,All,,,Charlie,null,filler_is,117,0.0-2.0-0.111,['is'],,,"Charlie %is,are,am% focusing on the task at hand.",549012,113,cloze,
2071,All,,,I,null,filler_am,77,0.0-2.0-0.112,['am'],,,"I %is,are,am% getting my ears pierced.",550360,114,cloze,
2071,All,,,Kayla,null,filler_is,122,0.0-2.0-0.113,['is'],,,"Kayla %is,are,am% reading the magazine.",551862,115,cloze,
2071,All,,,we,I,critical,18,0.0-2.0-0.114,['am'],,,"Either we or I %is,are,am% winning the tournament.",557472,116,cloze,
2071,All,,,I,we,critical,2,0.0-2.0-0.115,['are'],,,"Either I or we %is,are,am% objecting to the wedding.",560686,117,cloze,
2071,All,,,Ximena,I,filler_are,103,0.0-2.0-0.116,['are'],,,"Both Ximena and I %is,are,am% seeking external validation.",564906,118,cloze,
2071,All,,,the ogres,the sailor,critical,62,0.0-2.0-0.117,['is'],,,"Either the ogres or the sailor %is,are,am% dominating in League of Legends.",567807,119,cloze,
2071,All,,,the teacher,the hairdressers,critical,48,0.0-2.0-0.118,['are'],,,"Either the teacher or the hairdressers %is,are,am% crying in the club.",570288,120,cloze,
2071,All,,,we,I,critical,17,0.0-2.0-0.119,['am'],,,"Either we or I %is,are,am% signing up for karaoke.",572387,121,cloze,
2071,All,,,I,the painter,critical,8,0.0-2.0-0.120,['is'],,,"Either I or the painter %is,are,am% preheating the oven.",576154,122,cloze,
2071,All,,,the field worker,we,critical,35,0.0-2.0-0.121,['are'],,,"Either the field worker or we %is,are,am% fixing the car.",578313,123,cloze,
2071,All,,,Ryan,null,filler_is,125,0.0-2.0-0.122,['is'],,,"Ryan %is,are,am% accusing the actor of being a nepo baby.",580478,124,cloze,
2071,All,,,I,the columnist,critical,6,0.0-2.0-0.123,['is'],,,"Either I or the columnist %is,are,am% watching the movie.",583667,125,cloze,
2071,All,,,Nora,Jasmine,filler_are,102,0.0-2.0-0.124,['are'],,,"Both Nora and Jasmine %is,are,am% drinking black coffee.",586479,126,cloze,
2071,All,,,the journalist,the innkeeper,critical,41,0.0-2.0-0.125,['is'],,,"Either the journalist or the innkeeper %is,are,am% sunbathing on the beach.",590465,127,cloze,
2071,All,,,I,the robots,critical,11,0.0-2.0-0.126,['are'],,,"Either I or the robots %is,are,am% going grocery shopping.",593031,128,cloze,
2071,All,,,I,null,filler_am,75,0.0-2.0-0.127,['am'],,,"I %is,are,am% wishing on a shooting star.",595149,129,cloze,
2071,All,,,we,the engineer,critical,21,0.0-2.0-0.128,['is'],,,"Either we or the engineer %is,are,am% investing in cryptocurrency.",597858,130,cloze,
2071,All,,,I,null,filler_am,85,0.0-2.0-0.129,['am'],,,"I %is,are,am% helping my sister-in-law with her art history paper.",601713,131,cloze,
2071,All,[],demographics,,,,,0.0-3.0,"{'age': '31', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was too low', 'comments': 'sarang', 'language': 'No', 'education': 'Hold a higher degree', 'other-language': 'Korean, Russian'}",48734,,,650524,132,survey,
2071,All,,thanks,,,,,0.0-4.0,0,49918,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,700443,133,html-button-response,
