workerid,proliferate.condition,accuracy,category,cond,conj1,conj1_num,conj2,conj2_num,dataType,internal_node_id,item,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
1645,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.66,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",269371,68,cloze,
1645,Main,,,SS,Andy,S,Joey,S,Critical,0.0-2.0-0.67,22,['are'],,,"Either Andy or Joey %is,are% tending to the crops.",272904,69,cloze,
1645,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.68,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",275319,70,cloze,
1645,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.69,67,['is'],,,"Lydia %is,are% tailoring the costumes.",278211,71,cloze,
1645,Main,,,PP,those managers,P,those staff members,P,Critical,0.0-2.0-0.70,10,['are'],,,"Either those managers or those staff members %is,are% writing the end-of-year report.",283065,72,cloze,
1645,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.71,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",286280,73,cloze,
1645,Main,,,SS,Krishna,S,Amir,S,Critical,0.0-2.0-0.72,12,['is'],,,"Either Krishna or Amir %is,are% analyzing the market trends.",293373,74,cloze,
1645,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '23', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'NA', 'language': 'Yes', 'education': 'Graduated college', 'other-language': ''}",28124,,,321576,75,survey,
1645,Main,,thanks,,,,,,,0.0-4.0,,0,2149,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,323728,76,html-button-response,
1631,Main,,irb,,,,,,,0.0-0.0,,0,17449,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,17655,0,html-button-response,
1631,Main,,instructions,,,,,,,0.0-1.0,, ,6997,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,24653,1,html-keyboard-response,
1631,Main,,,SS,Thomas,S,Maria,S,Critical,0.0-2.0-0.0,19,['is'],,,"Either Thomas or Maria %is,are% sewing the dresses.",33838,2,cloze,
1631,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.1,64,['is'],,,"Maria %is,are% producing the documentary film.",36622,3,cloze,
1631,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.2,58,['is'],,,"Alex %is,are% installing the security system.",38300,4,cloze,
1631,Main,,,PP,those managers,P,those staff members,P,Critical,0.0-2.0-0.3,10,['are'],,,"Either those managers or those staff members %is,are% writing the end-of-year report.",41984,5,cloze,
1631,Main,,,PS,those boys,P,John,S,Critical,0.0-2.0-0.4,1,['are'],,,"Either those boys or John %is,are% interviewing the movie star.",44400,6,cloze,
1631,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.5,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",46017,7,cloze,
1631,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.6,65,['is'],,,"Hasan %is,are% decorating the gallery.",48546,8,cloze,
1631,Main,,,PS,those lawyers,P,Peter,S,Critical,0.0-2.0-0.7,15,['are'],,,"Either those lawyers or Peter %is,are% handling the legal documents.",51097,9,cloze,
1631,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.8,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",53213,10,cloze,
1631,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.9,73,['is'],,,"Hank %is,are% constructing the playground.",55050,11,cloze,
1631,Main,,,SS,Harry,S,Ahmad,S,Critical,0.0-2.0-0.10,3,['are'],,,"Either Harry or Ahmad %is,are% investigating the crime scene.",58261,12,cloze,
1631,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.11,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",60061,13,cloze,
1631,Main,,,PP,those babysitters,P,those parents,P,Critical,0.0-2.0-0.12,24,['are'],,,"Either those babysitters or those parents %is,are% taking care of the babies.",62376,14,cloze,
1631,Main,,,PP,those art students,P,those illustrators,P,Critical,0.0-2.0-0.13,25,['are'],,,"Either those art students or those illustrators %is,are% sketching the concept art.",64142,15,cloze,
1631,Main,,,SP,Krishna,S,those statisticians,P,Critical,0.0-2.0-0.14,12,['are'],,,"Either Krishna or those statisticians %is,are% analyzing the market trends.",65861,16,cloze,
1631,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.15,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",67559,17,cloze,
1631,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.16,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",69091,18,cloze,
1631,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.17,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",71272,19,cloze,
1631,Main,,,PS,these research assistants,P,Fatima,S,Critical,0.0-2.0-0.18,7,['are'],,,"Either these research assistants or Fatima %is,are% conducting the experiments.",72955,20,cloze,
1631,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.19,70,['is'],,,"Joey %is,are% developing the game software.",74925,21,cloze,
1631,Main,,,SP,David,S,those plumbers,P,Critical,0.0-2.0-0.20,6,['are'],,,"Either David or those plumbers %is,are% fixing the leaking pipe.",77405,22,cloze,
1631,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.21,60,['is'],,,"Kim %is,are% cataloging the library collection.",79068,23,cloze,
1631,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.22,62,['is'],,,"Carlos %is,are% painting the mural.",80621,24,cloze,
1631,Main,,,SS,William,S,Jackie,S,Critical,0.0-2.0-0.23,2,['are'],,,"Either William or Jackie %is,are% drafting the important email.",83872,25,cloze,
1631,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.24,49,['are'],,,"Those parents %is,are% taking care of the babies.",85488,26,cloze,
1631,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.25,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",86721,27,cloze,
1631,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.26,63,['is'],,,"Thomas %is,are% training at the sports center.",88255,28,cloze,
1631,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.27,51,['is'],,,"Lin %is,are% reviewing the project proposals.",89951,29,cloze,
1631,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.28,68,['is'],,,"Liam %is,are% solving the mystery case.",91172,30,cloze,
1631,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.29,43,['are'],,,"Those kids %is,are% building the tree house.",94266,31,cloze,
1631,Main,,,PP,those astronomers,P,these photographers,P,Critical,0.0-2.0-0.30,16,['are'],,,"Either those astronomers or these photographers %is,are% recording the solar eclipse.",96087,32,cloze,
1631,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.31,54,['is'],,,"Zeynab %is,are% caring for the garden.",97949,33,cloze,
1631,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.32,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",99600,34,cloze,
1631,Main,,,PP,those sculptors,P,those painters,P,Critical,0.0-2.0-0.33,21,['are'],,,"Either those sculptors or those painters %is,are% using the art studio.",101414,35,cloze,
1631,Main,,,PS,those electricians,P,Melissa,S,Critical,0.0-2.0-0.34,8,['are'],,,"Either those electricians or Melissa %is,are% fixing the wiring issues.",102585,36,cloze,
1631,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.35,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",104463,37,cloze,
1631,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.36,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",106749,38,cloze,
1631,Main,,,SS,Ellen,S,Ali,S,Critical,0.0-2.0-0.37,23,['are'],,,"Either Ellen or Ali %is,are% working out at the gym.",107982,39,cloze,
1631,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.38,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",109466,40,cloze,
1631,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.39,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",110717,41,cloze,
1631,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.40,50,['is'],,,"Mateo %is,are% organizing the charity event.",112268,42,cloze,
1631,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.41,47,['are'],,,"Those farmers %is,are% tending to the crops.",113881,43,cloze,
1631,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.42,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",114930,44,cloze,
1631,Main,,,PS,those mechanics,P,Hanako,S,Critical,0.0-2.0-0.43,4,['are'],,,"Either those mechanics or Hanako %is,are% repairing the truck engine.",116561,45,cloze,
1631,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.44,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",118264,46,cloze,
1631,Main,,,PP,those gardeners,P,those farmers,P,Critical,0.0-2.0-0.45,22,['are'],,,"Either those gardeners or those farmers %is,are% tending to the crops.",119462,47,cloze,
1631,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.46,46,['are'],,,"Those painters %is,are% using the art studio.",120732,48,cloze,
1631,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.47,53,['is'],,,"Pedro %is,are% editing the academic journal.",122096,49,cloze,
1631,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.48,71,['is'],,,"Ellen %is,are% renovating the historic building.",123429,50,cloze,
1631,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.49,44,['are'],,,"Those tailors %is,are% sewing the dresses.",124731,51,cloze,
1631,Main,,,PP,those administrators,P,these teachers,P,Critical,0.0-2.0-0.50,11,['are'],,,"Either those administrators or these teachers %is,are% making the admission decisions.",126907,52,cloze,
1631,Main,,,PP,those secretaries,P,those editors,P,Critical,0.0-2.0-0.51,14,['are'],,,"Either those secretaries or those editors %is,are% proofreading the manuscripts.",128027,53,cloze,
1631,Main,,,PP,these surgeons,P,those nurses,P,Critical,0.0-2.0-0.52,17,['are'],,,"Either these surgeons or those nurses %is,are% attending to the patients.",129129,54,cloze,
1631,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.53,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",130972,55,cloze,
1631,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.54,48,['are'],,,"Those athletes %is,are% working out at the gym.",132191,56,cloze,
1631,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.55,42,['are'],,,"Those nurses %is,are% attending to the patients.",133807,57,cloze,
1631,Main,,,SS,Hasan,S,Yuki,S,Critical,0.0-2.0-0.56,20,['are'],,,"Either Hasan or Yuki %is,are% sorting the books.",135408,58,cloze,
1631,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.57,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",136690,59,cloze,
1631,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.58,52,['is'],,,"Elias %is,are% leading the scientific research.",142736,60,cloze,
1631,Main,,,PP,these cooks,P,those children,P,Critical,0.0-2.0-0.59,5,['are'],,,"Either these cooks or those children %is,are% preparing dinner.",143955,61,cloze,
1631,Main,,,SS,Brian,S,Jamaal,S,Critical,0.0-2.0-0.60,9,['are'],,,"Either Brian or Jamaal %is,are% creating the fashion collection.",147887,62,cloze,
1631,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.61,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",149254,63,cloze,
1631,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.62,67,['is'],,,"Lydia %is,are% tailoring the costumes.",150739,64,cloze,
1631,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.63,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",151953,65,cloze,
1631,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.64,56,['is'],,,"Peter %is,are% composing the annual report.",152902,66,cloze,
1631,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.65,45,['are'],,,"Those volunteers %is,are% sorting the books.",154304,67,cloze,
1631,Main,,,PP,these interior designers,P,these architects,P,Critical,0.0-2.0-0.66,13,['are'],,,"Either these interior designers or these architects %is,are% designing the building's layout.",155816,68,cloze,
1631,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.67,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",156871,69,cloze,
1631,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.68,38,['are'],,,"These architects %is,are% designing the building's layout.",158101,70,cloze,
1631,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.69,59,['is'],,,"Bill %is,are% planning the conference.",159466,71,cloze,
1631,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.70,72,['is'],,,"Ali %is,are% cooking the festive meal.",160351,72,cloze,
1631,Main,,,SP,Jimmy,S,those kids,P,Critical,0.0-2.0-0.71,18,['are'],,,"Either Jimmy or those kids %is,are% building the tree house.",162130,73,cloze,
1631,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.72,55,['is'],,,"Emma %is,are% resolving the network issues",165431,74,cloze,
1631,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '24', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Graduated college', 'other-language': ''}",18401,,,183957,75,survey,
1631,Main,,thanks,,,,,,,0.0-4.0,,0,931,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,184893,76,html-button-response,
1669,Main,,irb,,,,,,,0.0-0.0,,0,1737,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,1741,0,html-button-response,
1669,Main,,instructions,,,,,,,0.0-1.0,, ,14443,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,16185,1,html-keyboard-response,
1669,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.0,43,['are'],,,"Those kids %is,are% building the tree house.",20768,2,cloze,
1669,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.1,38,['are'],,,"These architects %is,are% designing the building's layout.",24144,3,cloze,
1669,Main,,,PS,those tailors,P,Thomas,S,Critical,0.0-2.0-0.2,19,['is'],,,"Either those tailors or Thomas %is,are% sewing the dresses.",28761,4,cloze,
1669,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.3,42,['are'],,,"Those nurses %is,are% attending to the patients.",31769,5,cloze,
1669,Main,,,PS,those parents,P,Hank,S,Critical,0.0-2.0-0.4,24,['is'],,,"Either those parents or Hank %is,are% taking care of the babies.",34650,6,cloze,
1669,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.5,46,['are'],,,"Those painters %is,are% using the art studio.",37898,7,cloze,
1669,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.6,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",40411,8,cloze,
1669,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.7,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",42779,9,cloze,
1669,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.8,70,['is'],,,"Joey %is,are% developing the game software.",44555,10,cloze,
1669,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.9,53,['is'],,,"Pedro %is,are% editing the academic journal.",46462,11,cloze,
1669,Main,,,SP,John,S,those boys,P,Critical,0.0-2.0-0.10,1,['are'],,,"Either John or those boys %is,are% interviewing the movie star.",48748,12,cloze,
1669,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.11,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",50476,13,cloze,
1669,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.12,72,['is'],,,"Ali %is,are% cooking the festive meal.",52956,14,cloze,
1669,Main,,,PS,those students,P,William,S,Critical,0.0-2.0-0.13,2,['are'],,,"Either those students or William %is,are% drafting the important email.",55165,15,cloze,
1669,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.14,64,['is'],,,"Maria %is,are% producing the documentary film.",57533,16,cloze,
1669,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.15,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",60237,17,cloze,
1669,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.16,48,['are'],,,"Those athletes %is,are% working out at the gym.",62974,18,cloze,
1669,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.17,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",65694,19,cloze,
1669,Main,,,PS,these teachers,P,Juan,S,Critical,0.0-2.0-0.18,11,['is'],,,"Either these teachers or Juan %is,are% making the admission decisions.",69279,20,cloze,
1669,Main,,,SP,Krishna,S,those statisticians,P,Critical,0.0-2.0-0.19,12,['are'],,,"Either Krishna or those statisticians %is,are% analyzing the market trends.",78880,21,cloze,
1669,Main,,,SS,Lisa,S,George,S,Critical,0.0-2.0-0.20,5,['is'],,,"Either Lisa or George %is,are% preparing dinner.",82305,22,cloze,
1669,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.21,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",84129,23,cloze,
1669,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.22,55,['is'],,,"Emma %is,are% resolving the network issues",85633,24,cloze,
1669,Main,,,SS,Peter,S,Noah,S,Critical,0.0-2.0-0.23,15,['is'],,,"Either Peter or Noah %is,are% handling the legal documents.",88577,25,cloze,
1669,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.24,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",90162,26,cloze,
1669,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.25,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",91842,27,cloze,
1669,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.26,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",93762,28,cloze,
1669,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.27,67,['is'],,,"Lydia %is,are% tailoring the costumes.",95363,29,cloze,
1669,Main,,,SP,Fatima,S,these research assistants,P,Critical,0.0-2.0-0.28,7,['are'],,,"Either Fatima or these research assistants %is,are% conducting the experiments.",98915,30,cloze,
1669,Main,,,SS,David,S,Joan,S,Critical,0.0-2.0-0.29,6,['is'],,,"Either David or Joan %is,are% fixing the leaking pipe.",104052,31,cloze,
1669,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.30,68,['is'],,,"Liam %is,are% solving the mystery case.",105540,32,cloze,
1669,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.31,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",108069,33,cloze,
1669,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.32,44,['are'],,,"Those tailors %is,are% sewing the dresses.",110277,34,cloze,
1669,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.33,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",111829,35,cloze,
1669,Main,,,PS,those painters,P,Lydia,S,Critical,0.0-2.0-0.34,21,['is'],,,"Either those painters or Lydia %is,are% using the art studio.",114165,36,cloze,
1669,Main,,,PS,those illustrators,P,Hossein,S,Critical,0.0-2.0-0.35,25,['is'],,,"Either those illustrators or Hossein %is,are% sketching the concept art.",116790,37,cloze,
1669,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.36,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",118742,38,cloze,
1669,Main,,,SS,Alex,S,Noah,S,Critical,0.0-2.0-0.37,16,['is'],,,"Either Alex or Noah %is,are% recording the solar eclipse.",120678,39,cloze,
1669,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.38,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",122537,40,cloze,
1669,Main,,,PP,those gardeners,P,those farmers,P,Critical,0.0-2.0-0.39,22,['are'],,,"Either those gardeners or those farmers %is,are% tending to the crops.",126471,41,cloze,
1669,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.40,47,['are'],,,"Those farmers %is,are% tending to the crops.",128088,42,cloze,
1669,Main,,,SS,Hasan,S,Yuki,S,Critical,0.0-2.0-0.41,20,['is'],,,"Either Hasan or Yuki %is,are% sorting the books.",129800,43,cloze,
1669,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.42,58,['is'],,,"Alex %is,are% installing the security system.",131192,44,cloze,
1669,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.43,45,['are'],,,"Those volunteers %is,are% sorting the books.",132728,45,cloze,
1669,Main,,,SS,Zeynab,S,Emma,S,Critical,0.0-2.0-0.44,14,['is'],,,"Either Zeynab or Emma %is,are% proofreading the manuscripts.",134456,46,cloze,
1669,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.45,50,['is'],,,"Mateo %is,are% organizing the charity event.",136249,47,cloze,
1669,Main,,,PP,these drivers,P,those mechanics,P,Critical,0.0-2.0-0.46,4,['are'],,,"Either these drivers or those mechanics %is,are% repairing the truck engine.",138249,48,cloze,
1669,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.47,73,['is'],,,"Hank %is,are% constructing the playground.",139785,49,cloze,
1669,Main,,,PP,those carpenters,P,those kids,P,Critical,0.0-2.0-0.48,18,['are'],,,"Either those carpenters or those kids %is,are% building the tree house.",141450,50,cloze,
1669,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.49,51,['is'],,,"Lin %is,are% reviewing the project proposals.",142778,51,cloze,
1669,Main,,,PS,these architects,P,Mateo,S,Critical,0.0-2.0-0.50,13,['is'],,,"Either these architects or Mateo %is,are% designing the building's layout.",144394,52,cloze,
1669,Main,,,SS,Brian,S,Jamaal,S,Critical,0.0-2.0-0.51,9,['is'],,,"Either Brian or Jamaal %is,are% creating the fashion collection.",146122,53,cloze,
1669,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.52,60,['is'],,,"Kim %is,are% cataloging the library collection.",147418,54,cloze,
1669,Main,,,PP,those managers,P,those staff members,P,Critical,0.0-2.0-0.53,10,['are'],,,"Either those managers or those staff members %is,are% writing the end-of-year report.",149275,55,cloze,
1669,Main,,,SP,Harry,S,those detectives,P,Critical,0.0-2.0-0.54,3,['are'],,,"Either Harry or those detectives %is,are% investigating the crime scene.",154988,56,cloze,
1669,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.55,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",158252,57,cloze,
1669,Main,,,SS,Ellen,S,Ali,S,Critical,0.0-2.0-0.56,23,['is'],,,"Either Ellen or Ali %is,are% working out at the gym.",159788,58,cloze,
1669,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.57,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",163421,59,cloze,
1669,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.58,49,['are'],,,"Those parents %is,are% taking care of the babies.",165165,60,cloze,
1669,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.59,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",168782,61,cloze,
1669,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.60,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",170686,62,cloze,
1669,Main,,,SP,Melissa,S,those electricians,P,Critical,0.0-2.0-0.61,8,['are'],,,"Either Melissa or those electricians %is,are% fixing the wiring issues.",177711,63,cloze,
1669,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.62,71,['is'],,,"Ellen %is,are% renovating the historic building.",179599,64,cloze,
1669,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.63,59,['is'],,,"Bill %is,are% planning the conference.",180959,65,cloze,
1669,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.64,52,['is'],,,"Elias %is,are% leading the scientific research.",183056,66,cloze,
1669,Main,,,PP,these surgeons,P,those nurses,P,Critical,0.0-2.0-0.65,17,['are'],,,"Either these surgeons or those nurses %is,are% attending to the patients.",185440,67,cloze,
1669,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.66,56,['is'],,,"Peter %is,are% composing the annual report.",188129,68,cloze,
1669,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.67,63,['is'],,,"Thomas %is,are% training at the sports center.",189809,69,cloze,
1669,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.68,54,['is'],,,"Zeynab %is,are% caring for the garden.",191297,70,cloze,
1669,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.69,65,['is'],,,"Hasan %is,are% decorating the gallery.",193073,71,cloze,
1669,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.70,62,['is'],,,"Carlos %is,are% painting the mural.",194529,72,cloze,
1669,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.71,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",196402,73,cloze,
1669,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.72,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",199490,74,cloze,
