workerid,proliferate.condition,accuracy,category,cond,conj1,conj1_num,conj2,conj2_num,dataType,internal_node_id,item,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
1700,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.12,44,['are'],,,"Those tailors %is,are% sewing the dresses.",42450,14,cloze,
1700,Main,,,SS,Brian,S,Jamaal,S,Critical,0.0-2.0-0.13,9,['is'],,,"Either Brian or Jamaal %is,are% creating the fashion collection.",52627,15,cloze,
1700,Main,,,PS,those farmers,P,Andy,S,Critical,0.0-2.0-0.14,22,['are'],,,"Either those farmers or Andy %is,are% tending to the crops.",54977,16,cloze,
1700,Main,,,SP,Lydia,S,those painters,P,Critical,0.0-2.0-0.15,21,['are'],,,"Either Lydia or those painters %is,are% using the art studio.",57087,17,cloze,
1700,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.16,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",60856,18,cloze,
1700,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.17,67,['is'],,,"Lydia %is,are% tailoring the costumes.",62754,19,cloze,
1700,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.18,46,['are'],,,"Those painters %is,are% using the art studio.",64890,20,cloze,
1700,Main,,,SS,Peter,S,Noah,S,Critical,0.0-2.0-0.19,15,['are'],,,"Either Peter or Noah %is,are% handling the legal documents.",67952,21,cloze,
1700,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.20,50,['is'],,,"Mateo %is,are% organizing the charity event.",69768,22,cloze,
1700,Main,,,PS,those tailors,P,Thomas,S,Critical,0.0-2.0-0.21,19,['are'],,,"Either those tailors or Thomas %is,are% sewing the dresses.",71774,23,cloze,
1700,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.22,52,['is'],,,"Elias %is,are% leading the scientific research.",73342,24,cloze,
1700,Main,,,PP,those trainers,P,those athletes,P,Critical,0.0-2.0-0.23,23,['are'],,,"Either those trainers or those athletes %is,are% working out at the gym.",75344,25,cloze,
1700,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.24,58,['is'],,,"Alex %is,are% installing the security system.",78386,26,cloze,
1700,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.25,42,['are'],,,"Those nurses %is,are% attending to the patients.",81144,27,cloze,
1700,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.26,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",82871,28,cloze,
1700,Main,,,PP,these cooks,P,those children,P,Critical,0.0-2.0-0.27,5,['are'],,,"Either these cooks or those children %is,are% preparing dinner.",85076,29,cloze,
1700,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.28,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",86853,30,cloze,
1700,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.29,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",88887,31,cloze,
1700,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.30,54,['is'],,,"Zeynab %is,are% caring for the garden.",90730,32,cloze,
1700,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.31,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",92514,33,cloze,
1700,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.32,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",94263,34,cloze,
1700,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.33,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",97065,35,cloze,
1700,Main,,,SP,William,S,those students,P,Critical,0.0-2.0-0.34,2,['are'],,,"Either William or those students %is,are% drafting the important email.",99839,36,cloze,
1700,Main,,,SS,Hanako,S,George,S,Critical,0.0-2.0-0.35,4,['are'],,,"Either Hanako or George %is,are% repairing the truck engine.",102382,37,cloze,
1700,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.36,56,['is'],,,"Peter %is,are% composing the annual report.",103790,38,cloze,
1700,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.37,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",105698,39,cloze,
1700,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.38,55,['is'],,,"Emma %is,are% resolving the network issues",107344,40,cloze,
1700,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.39,68,['is'],,,"Liam %is,are% solving the mystery case.",109643,41,cloze,
1700,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.40,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",111382,42,cloze,
1700,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.41,70,['is'],,,"Joey %is,are% developing the game software.",113793,43,cloze,
1700,Main,,,PP,those astronomers,P,these photographers,P,Critical,0.0-2.0-0.42,16,['are'],,,"Either those astronomers or these photographers %is,are% recording the solar eclipse.",116416,44,cloze,
1700,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.43,73,['is'],,,"Hank %is,are% constructing the playground.",117714,45,cloze,
1700,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.44,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",119272,46,cloze,
1700,Main,,,SP,Zeynab,S,those editors,P,Critical,0.0-2.0-0.45,14,['are'],,,"Either Zeynab or those editors %is,are% proofreading the manuscripts.",120897,47,cloze,
1700,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.46,45,['are'],,,"Those volunteers %is,are% sorting the books.",122509,48,cloze,
1700,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.47,53,['is'],,,"Pedro %is,are% editing the academic journal.",123920,49,cloze,
1700,Main,,,PP,those police officers,P,those detectives,P,Critical,0.0-2.0-0.48,3,['are'],,,"Either those police officers or those detectives %is,are% investigating the crime scene.",125716,50,cloze,
1700,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.49,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",128220,51,cloze,
1700,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.50,64,['is'],,,"Maria %is,are% producing the documentary film.",129580,52,cloze,
1700,Main,,,PP,those managers,P,those staff members,P,Critical,0.0-2.0-0.51,10,['are'],,,"Either those managers or those staff members %is,are% writing the end-of-year report.",131768,53,cloze,
1700,Main,,,PS,those volunteers,P,Hasan,S,Critical,0.0-2.0-0.52,20,['are'],,,"Either those volunteers or Hasan %is,are% sorting the books.",133295,54,cloze,
1700,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.53,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",135311,55,cloze,
1700,Main,,,SP,Jimmy,S,those kids,P,Critical,0.0-2.0-0.54,18,['are'],,,"Either Jimmy or those kids %is,are% building the tree house.",137402,56,cloze,
1700,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.55,72,['is'],,,"Ali %is,are% cooking the festive meal.",139521,57,cloze,
1700,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.56,43,['are'],,,"Those kids %is,are% building the tree house.",141208,58,cloze,
1700,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.57,49,['are'],,,"Those parents %is,are% taking care of the babies.",142620,59,cloze,
1700,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.58,62,['is'],,,"Carlos %is,are% painting the mural.",144026,60,cloze,
1700,Main,,,SS,Fatima,S,Lucas,S,Critical,0.0-2.0-0.59,7,['are'],,,"Either Fatima or Lucas %is,are% conducting the experiments.",146421,61,cloze,
1700,Main,,,SP,Hank,S,those parents,P,Critical,0.0-2.0-0.60,24,['are'],,,"Either Hank or those parents %is,are% taking care of the babies.",147881,62,cloze,
1700,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.61,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",149134,63,cloze,
1700,Main,,,PP,those economists,P,those statisticians,P,Critical,0.0-2.0-0.62,12,['are'],,,"Either those economists or those statisticians %is,are% analyzing the market trends.",150666,64,cloze,
1700,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.63,51,['is'],,,"Lin %is,are% reviewing the project proposals.",152194,65,cloze,
1700,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.64,65,['is'],,,"Hasan %is,are% decorating the gallery.",154558,66,cloze,
1700,Main,,,PP,those art students,P,those illustrators,P,Critical,0.0-2.0-0.65,25,['are'],,,"Either those art students or those illustrators %is,are% sketching the concept art.",156930,67,cloze,
1700,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.66,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",158787,68,cloze,
1700,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.67,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",160043,69,cloze,
1700,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.68,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",161924,70,cloze,
1700,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.69,47,['are'],,,"Those farmers %is,are% tending to the crops.",163401,71,cloze,
1700,Main,,,PP,these interior designers,P,these architects,P,Critical,0.0-2.0-0.70,13,['are'],,,"Either these interior designers or these architects %is,are% designing the building's layout.",165087,72,cloze,
1700,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.71,48,['are'],,,"Those athletes %is,are% working out at the gym.",167383,73,cloze,
1700,Main,,,SS,John,S,Mary,S,Critical,0.0-2.0-0.72,1,['are'],,,"Either John or Mary %is,are% interviewing the movie star.",170162,74,cloze,
1700,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '38', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Hold a higher degree', 'other-language': ''}",19611,,,189841,75,survey,
1700,Main,,thanks,,,,,,,0.0-4.0,,0,1813,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,191655,76,html-button-response,
1824,Main,,irb,,,,,,,0.0-0.0,,0,152585,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,155198,0,html-button-response,
1824,Main,,instructions,,,,,,,0.0-1.0,, ,34599,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,189798,1,html-keyboard-response,
1824,Main,,,PP,those carpenters,P,those kids,P,Critical,0.0-2.0-0.0,18,['are'],,,"Either those carpenters or those kids %is,are% building the tree house.",200114,2,cloze,
1824,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.1,38,['are'],,,"These architects %is,are% designing the building's layout.",204496,3,cloze,
1824,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.2,67,['is'],,,"Lydia %is,are% tailoring the costumes.",208479,4,cloze,
1824,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.3,49,['are'],,,"Those parents %is,are% taking care of the babies.",211830,5,cloze,
1824,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.4,60,['is'],,,"Kim %is,are% cataloging the library collection.",215963,6,cloze,
1824,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.5,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",219246,7,cloze,
1824,Main,,,SS,John,S,Mary,S,Critical,0.0-2.0-0.6,1,['is'],,,"Either John or Mary %is,are% interviewing the movie star.",224763,8,cloze,
1824,Main,,,SP,Hasan,S,those volunteers,P,Critical,0.0-2.0-0.7,20,['are'],,,"Either Hasan or those volunteers %is,are% sorting the books.",231995,9,cloze,
1824,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.8,53,['is'],,,"Pedro %is,are% editing the academic journal.",235495,10,cloze,
1824,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.9,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",240879,11,cloze,
1824,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.10,45,['are'],,,"Those volunteers %is,are% sorting the books.",243829,12,cloze,
1824,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.11,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",248145,13,cloze,
1824,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.12,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",251279,14,cloze,
1824,Main,,,SS,Harry,S,Ahmad,S,Critical,0.0-2.0-0.13,3,['are'],,,"Either Harry or Ahmad %is,are% investigating the crime scene.",253994,15,cloze,
1824,Main,,,SS,Bill,S,Kim,S,Critical,0.0-2.0-0.14,17,['are'],,,"Either Bill or Kim %is,are% attending to the patients.",259944,16,cloze,
1824,Main,,,SS,William,S,Jackie,S,Critical,0.0-2.0-0.15,2,['are'],,,"Either William or Jackie %is,are% drafting the important email.",262295,17,cloze,
1824,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.16,65,['is'],,,"Hasan %is,are% decorating the gallery.",265145,18,cloze,
1824,Main,,,SP,Fatima,S,these research assistants,P,Critical,0.0-2.0-0.17,7,['are'],,,"Either Fatima or these research assistants %is,are% conducting the experiments.",268612,19,cloze,
1824,Main,,,SP,Hossein,S,those illustrators,P,Critical,0.0-2.0-0.18,25,['are'],,,"Either Hossein or those illustrators %is,are% sketching the concept art.",272529,20,cloze,
1824,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.19,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",275661,21,cloze,
1824,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.20,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",278528,22,cloze,
1824,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.21,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",281062,23,cloze,
1824,Main,,,PS,those editors,P,Zeynab,S,Critical,0.0-2.0-0.22,14,['are'],,,"Either those editors or Zeynab %is,are% proofreading the manuscripts.",284627,24,cloze,
1824,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.23,68,['is'],,,"Liam %is,are% solving the mystery case.",287311,25,cloze,
1824,Main,,,PP,these drivers,P,those mechanics,P,Critical,0.0-2.0-0.24,4,['are'],,,"Either these drivers or those mechanics %is,are% repairing the truck engine.",291677,26,cloze,
1824,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.25,55,['is'],,,"Emma %is,are% resolving the network issues",296428,27,cloze,
1824,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.26,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",301927,28,cloze,
1824,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.27,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",305961,29,cloze,
1824,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.28,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",308827,30,cloze,
1824,Main,,,SP,Melissa,S,those electricians,P,Critical,0.0-2.0-0.29,8,['are'],,,"Either Melissa or those electricians %is,are% fixing the wiring issues.",312026,31,cloze,
1824,Main,,,SP,Alex,S,these photographers,P,Critical,0.0-2.0-0.30,16,['are'],,,"Either Alex or these photographers %is,are% recording the solar eclipse.",321727,32,cloze,
1824,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.31,46,['are'],,,"Those painters %is,are% using the art studio.",325227,33,cloze,
1824,Main,,,SS,Krishna,S,Amir,S,Critical,0.0-2.0-0.32,12,['are'],,,"Either Krishna or Amir %is,are% analyzing the market trends.",327327,34,cloze,
1824,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.33,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",330660,35,cloze,
1824,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.34,70,['is'],,,"Joey %is,are% developing the game software.",333810,36,cloze,
1824,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.35,71,['is'],,,"Ellen %is,are% renovating the historic building.",336626,37,cloze,
1824,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.36,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",340877,38,cloze,
1824,Main,,,PS,those plumbers,P,David,S,Critical,0.0-2.0-0.37,6,['are'],,,"Either those plumbers or David %is,are% fixing the leaking pipe.",352625,39,cloze,
1824,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.38,62,['is'],,,"Carlos %is,are% painting the mural.",367409,40,cloze,
1824,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.39,73,['is'],,,"Hank %is,are% constructing the playground.",370677,41,cloze,
1824,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.40,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",374892,42,cloze,
1824,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.41,64,['is'],,,"Maria %is,are% producing the documentary film.",377809,43,cloze,
1824,Main,,,PP,these stylists,P,those designers,P,Critical,0.0-2.0-0.42,9,['are'],,,"Either these stylists or those designers %is,are% creating the fashion collection.",380293,44,cloze,
1824,Main,,,SP,Thomas,S,those tailors,P,Critical,0.0-2.0-0.43,19,['are'],,,"Either Thomas or those tailors %is,are% sewing the dresses.",383492,45,cloze,
1824,Main,,,SS,Juan,S,Antonio,S,Critical,0.0-2.0-0.44,11,['are'],,,"Either Juan or Antonio %is,are% making the admission decisions.",386592,46,cloze,
1824,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.45,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",389992,47,cloze,
1824,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.46,47,['are'],,,"Those farmers %is,are% tending to the crops.",394108,48,cloze,
1824,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.47,72,['is'],,,"Ali %is,are% cooking the festive meal.",397275,49,cloze,
1824,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.48,51,['is'],,,"Lin %is,are% reviewing the project proposals.",400257,50,cloze,
1824,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.49,50,['is'],,,"Mateo %is,are% organizing the charity event.",403276,51,cloze,
1824,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.50,56,['is'],,,"Peter %is,are% composing the annual report.",406358,52,cloze,
1824,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.51,58,['is'],,,"Alex %is,are% installing the security system.",409042,53,cloze,
1824,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.52,52,['is'],,,"Elias %is,are% leading the scientific research.",411993,54,cloze,
1824,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.53,48,['are'],,,"Those athletes %is,are% working out at the gym.",414625,55,cloze,
1824,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.54,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",417740,56,cloze,
1824,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.55,44,['are'],,,"Those tailors %is,are% sewing the dresses.",420524,57,cloze,
1824,Main,,,SS,Hank,S,Pedro,S,Critical,0.0-2.0-0.56,24,['are'],,,"Either Hank or Pedro %is,are% taking care of the babies.",426741,58,cloze,
1824,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.57,59,['is'],,,"Bill %is,are% planning the conference.",429607,59,cloze,
1824,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.58,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",431957,60,cloze,
1824,Main,,,PS,those children,P,Lisa,S,Critical,0.0-2.0-0.59,5,['are'],,,"Either those children or Lisa %is,are% preparing dinner.",435591,61,cloze,
1824,Main,,,PS,those painters,P,Lydia,S,Critical,0.0-2.0-0.60,21,['are'],,,"Either those painters or Lydia %is,are% using the art studio.",443123,62,cloze,
1824,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.61,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",446391,63,cloze,
1824,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.62,42,['are'],,,"Those nurses %is,are% attending to the patients.",449024,64,cloze,
1824,Main,,,PP,those managers,P,those staff members,P,Critical,0.0-2.0-0.63,10,['are'],,,"Either those managers or those staff members %is,are% writing the end-of-year report.",452724,65,cloze,
1824,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.64,54,['is'],,,"Zeynab %is,are% caring for the garden.",456374,66,cloze,
1824,Main,,,PP,these interior designers,P,these architects,P,Critical,0.0-2.0-0.65,13,['are'],,,"Either these interior designers or these architects %is,are% designing the building's layout.",461874,67,cloze,
1824,Main,,,SS,Andy,S,Joey,S,Critical,0.0-2.0-0.66,22,['is'],,,"Either Andy or Joey %is,are% tending to the crops.",465291,68,cloze,
1824,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.67,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",469023,69,cloze,
1824,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.68,43,['are'],,,"Those kids %is,are% building the tree house.",472774,70,cloze,
1824,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.69,63,['is'],,,"Thomas %is,are% training at the sports center.",523388,71,cloze,
1824,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.70,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",527973,72,cloze,
1824,Main,,,SS,Ellen,S,Ali,S,Critical,0.0-2.0-0.71,23,['are'],,,"Either Ellen or Ali %is,are% working out at the gym.",530689,73,cloze,
1824,Main,,,SP,Peter,S,those lawyers,P,Critical,0.0-2.0-0.72,15,['are'],,,"Either Peter or those lawyers %is,are% handling the legal documents.",532838,74,cloze,
1824,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was too low', 'comments': '', 'language': 'Yes', 'education': 'Hold a higher degree', 'other-language': ''}",23739,,,556900,75,survey,
1824,Main,,thanks,,,,,,,0.0-4.0,,0,1802,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,558705,76,html-button-response,
1648,Main,,irb,,,,,,,0.0-0.0,,0,13160,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,13169,0,html-button-response,
1648,Main,,instructions,,,,,,,0.0-1.0,, ,11572,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,24746,1,html-keyboard-response,
1648,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.0,68,['is'],,,"Liam %is,are% solving the mystery case.",30390,2,cloze,
1648,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.1,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",33318,3,cloze,
1648,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.2,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",38974,4,cloze,
1648,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.3,42,['are'],,,"Those nurses %is,are% attending to the patients.",42062,5,cloze,
1648,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.4,52,['is'],,,"Elias %is,are% leading the scientific research.",46150,6,cloze,
1648,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.5,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",49741,7,cloze,
1648,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.6,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",53806,8,cloze,
1648,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.7,67,['is'],,,"Lydia %is,are% tailoring the costumes.",57382,9,cloze,
1648,Main,,,PP,those astronomers,P,these photographers,P,Critical,0.0-2.0-0.8,16,['are'],,,"Either those astronomers or these photographers %is,are% recording the solar eclipse.",64781,10,cloze,
1648,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.9,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",68926,11,cloze,
1648,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.10,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",75998,12,cloze,
1648,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.11,50,['is'],,,"Mateo %is,are% organizing the charity event.",78974,13,cloze,
1648,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.12,62,['is'],,,"Carlos %is,are% painting the mural.",82165,14,cloze,
1648,Main,,,SP,Melissa,S,those electricians,P,Critical,0.0-2.0-0.13,8,['are'],,,"Either Melissa or those electricians %is,are% fixing the wiring issues.",93510,15,cloze,
1648,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.14,59,['is'],,,"Bill %is,are% planning the conference.",96230,16,cloze,
1648,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.15,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",98757,17,cloze,
1648,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.16,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",101518,18,cloze,
1648,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.17,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",104350,19,cloze,
1648,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.18,64,['is'],,,"Maria %is,are% producing the documentary film.",107542,20,cloze,
1648,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.19,58,['is'],,,"Alex %is,are% installing the security system.",110622,21,cloze,
