experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either their move or letting	goes	go	Sing	go	advcl	Our experienced team are dedicated to assisting clients so that either their move or letting goes as smoothly as possible enabling clients to entrust us with their property matters.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	repair or replacement	becomes	become	Sing	become	root	If failures arise in the bed of sealant, repair or replacement becomes much more difficult.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your brother or sister	sins	sin	Sing	sin	advcl	Matthew 18:15-17: If your brother or sister sins, go and point out their fault, just between the two of you.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or perhaps the door organization	have	have	Plur	discolour	aux	If you bought new gates and you or perhaps the door organization have discoloured them, this is the time to put them on their handles.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Golang - or simply “ Go ” -	is	be	Sing	language	cop	Golang - or simply “Go” - is an open source programming language created by Google in 2007.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	commit	cop	If your roofer is just not, discover how committed he or she is to this particular line of work.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a QR code , or quick response code ,	is	be	Sing	link	cop	Like the barcode on the back of your groceries, a QR code, or quick response code, is like a link to additional information or related items, usually online.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an older adult or physically challenged person	is	be	Sing	cross	aux	If an older adult or physically challenged person is crossing at an intersection or crosswalk, be patient.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	1	Sing	Not Pronoun	I ( or My Child )	Get	get	Plur	get	ccomp	What Criteria Determine Whether or Not I (or My Child) Get Fissure Sealants?	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	some co-workers or employees	do	do	Plur	know	aux	But how do you get that across when some co-workers or employees just don’t know, don’t care or forget?	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your spouse or common - law partner	Are	be	Sing	senior	cop	Are you or your spouse or common-law partner a senior who needs home-support services in order to continue living comfortably at home?	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	buggies or strollers	are	be	Plur	mode	cop	While buggies or strollers are still the default mode of transportation for a baby, using a baby carrier — or "babywearing" as it's often referred to — is becoming increasingly popular.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Porta - potty rental fees or easily transportable toilets	are	be	Plur	program	cop	Porta-potty rental fees or easily transportable toilets undoubtedly are a usual "add on" program, and is on a regular basis offered together with hand torpedo and even easily transportable shower rental fees.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	The haft - sin ( or the " Seven S's " )	is	be	Sing	portion	cop	The haft-sin (or the "Seven S's") is a deeply ingrained portion of Iranian Naw-Ruz celebrations.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	shot	cop	But once a while I would see one slinging a DSLR around the neck, and I know that he or she is in for some good shots with proper depth of field and massive dynamic range.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	workers or pre-retirees	turn	turn	Plur	turn	acl:relcl	It may not be the first investment vehicle workers or pre-retirees turn to, considering the nearly 55% drop the Dow Jones Industrial Average suffered between 2007 and 2009.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Associated Chambers of Commerce and Industry of India , or Assocham	says	say	Sing	say	root	“Andhra Pradesh has vast opportunities to attract additional investments of Rs10 lakh crore by 2012," says Associated Chambers of Commerce and Industry of India, or Assocham.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Mayor or police chief	are	be	Plur	who	cop	Who are the Mayor or police chief to decide whether people in Austin deserve less cops for higher crime rate just because there are those who don't talk, when there are good people in Austin.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the bank or building society	’s	be	Sing	check	cop	A lender’s valuation is not a survey – it’s just for the bank or building society to check the property is adequate security for the size of the loan.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Music Streamers , or Network Streamers	give	give	Plur	give	root	Where Multi-Room is the tech enabling the music we love to be heard where ever we are, Music Streamers, or Network Streamers, give you something to actually play on your fully connected audio system.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your home or commercial property	is	be	Sing	powerhouse	cop	So your home or commercial property is an entertainment powerhouse.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	285/30/18 fitment or 295	is	be	Sing	go	aux	285/30/18 fitment or 295 is going to depend a lot upon the tires you buy and ride height.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Baixa , or ‘ downtown ’ ,	is	be	Sing	oblong	cop	Baixa, or ‘downtown’, is an appealing oblong of handsome buildings flanked by the squares of Rossio, Figueira and the grand riverfront Praça do Comércio.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	individuals or small groups	get	get		get	ccomp	And for both of these, the rise of national / global distribution channels ironically helps avoid the “winner take all” structure because it becomes far easier for individuals or small groups to get access to large potential audiences.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the city and / or the police service	are	be	Plur	tell	aux	It irks me that the city and/or the police service are telling me that I cannot use publicly funded roads for several months merely to prevent increased traffic volume on nearby streets.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the events or conditions	are	be	Plur	happen	aux	These sources are often created at the time when the events or conditions are happening, but they can also include autobiographies, memoirs, and oral histories recorded later.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Ace Overhead Garage Doors and / or it ’s licensors	own	own	Plur	own	root	Unless otherwise stated, Ace Overhead Garage Doors and/or it’s licensors own the intellectual property rights for all material on Ace Overhead Garage Doors.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A special gardening program or speaker	follows	follow	Sing	follow	parataxis	Meets at 11:30 a.m. on the third Tuesday of each month at its clubhouse, 1645 High St. A special gardening program or speaker follows each meeting at 1 p.m.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the background shading or light source	does	do	Sing	correspond	aux	In both cases the background shading or light source doesn't correspond to the lighting that illuminates the figures.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a significant ding or rim bump	reduces	reduce	Sing	reduce	conj	Medal rims can be damaged with bumps or dings, and a significant ding or rim bump reduces the value of the coin about one grade.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the call originator or the call receiver	terminates	terminate	Sing	terminate	acl:relcl	In telephone systems, the time between the instant a circuit, i.e., off-hook condition at each end, is established (a) between the call originator and the call receiver and (b) the instant the call originator or the call receiver terminates the call.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	shock or surprise	is	be	Sing	reaction	cop	It’s become so prevalent that when you discover something or someone was not what you perceived shock or surprise is no longer your first reaction.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any privatisation or corporatisation of a “ strategic company ”	requires	require	Sing	require	acl	This category of company was created in 2001 with the result that any privatisation or corporatisation of a “strategic company” requires prior approval of the Russian President.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	5 % or more of the company ’s shares	fall	fall	Plur	fall	advcl	This new measure included obligations such as the mandatory informing of the Russian antimonopoly body (the FAS) as soon as 5% or more of the company’s shares fall into foreign hands.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Alice or Alice	is	be	Sing	twin	cop	Alice or Alice is about two twins named Alice and Alice.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	history — or , if you insist , “ human ” history —	is	be	Sing	progress	cop	All that is to say that history — or, if you insist, “human” history — is not about chronological progress.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or others you know	have	have	Sing	experience	aux	Love Beachbody products and the amazing results you or others you know have experienced?	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Nautique Surf System or NSS as it ’s commonly referred to	has	have	Sing	take	aux	The Nautique Surf System or NSS as it’s commonly referred to has taken the sport of wakesufing and promptly placed it on the map.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a terrible accident or tragedy	occurs	occur	Sing	occur	advcl	If a terrible accident or tragedy occurs, especially if it results in the death or permanent injury of a family member, it can take years or even a lifetime to ease the pain from your mind or even your body.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a family member or loved one	dies	die	Sing	die	advcl	If a family member or loved one dies from negligence, you can potentially sue someone for wrongful death.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	leave	aux	The viewer should be aware that in linking to these outside web sites, he or she is leaving the Minco Capital web site and that Minco Capital is not responsible for the content of any other site.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	No securities commission or other regulatory authority in Canada or any other country or jurisdiction	has	have	Sing	pass	aux	No securities commission or other regulatory authority in Canada or any other country or jurisdiction has in any way passed upon this information and no representation or warranty is made by the Company to that effect.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	small business owners or prospective entrepreneurs	need	need	Plur	need	acl:relcl	The first thing small business owners or prospective entrepreneurs need to know about an SBA loan is that the loan does not actually come from the SBA itself.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my cap or reservoir	is	be	Sing	leak	aux	I'm guessing my cap or reservoir is leaking, but when I take the cap off I don't see any obvious signs of damage on the cap and it also seems to screw on securely.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Dhyana or meditation	is	be	Sing	state	cop	Dhyana or meditation is a higher state of Yoga that may be attained only after the practitioner has prepared themselves in a step by step manner Meditation is a way to unite with our Supreme nature and maybe defined as fixing the mind on the Supreme with devotion and discipline.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The flute or bansuri	stands	stand	Sing	stand	root	The flute or bansuri stands for bans(bamboo) & suri(melody) in sanskrit.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Fainting , or syncope ,	is	be	Sing	loss	cop	Fainting, or syncope, is temporary loss of consciousness caused by a decrease in blood flow to the brain.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a camera or short - range sensor	picking	pick		pick	advcl	“What’s important about CV2X [cellular vehicle-to-everything] technology is … cars need to know this information prior to a camera or short-range sensor picking up this information,” he said.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the breeze and or the AC units	keeps	keep	Sing	keep	conj	The photovoltaic system keeps costs down, the breeze and or the AC units keeps all rooms cool and the views entertain for days.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	True	False	Plur	Not Pronoun	Plur	Not Pronoun	Either mechanical engineers or college students	get	get	Plur	get	root	Either mechanical engineers or college students usually get trouble in remembering bundles of formulation and laws to apply them for one of a kind project.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a paper or other writing	is	be	Sing	motion	cop	Where a paper or other writing is on motion, or on other occasion, proved; or if an affidavit to which the paper writing is annexed, refer to it, it is usual to mark the same with a capital letter, and to add, " This paper writing marked with the letter A, was shown to the deponent at the time of his being sworn by me, and is the writing by him referred to in the affidavit annexed hereto."	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A chat with roommates over hot chocolate , or a little friendly competition over a board game ,	are	be	Plur	pursuit	cop	A chat with roommates over hot chocolate, or a little friendly competition over a board game, are typical evening pursuits.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Ferro Rod or fire steel that it 's called	comes	come	Sing	come	root	The Ferro Rod or fire steel that it's called comes in many different sizes.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	National Rice Research Institute or NRRI	is	be	Sing	institute	cop	National Rice Research Institute or NRRI is a premier national research institute under the Indian Council of Agricultural Research, Cuttack.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or somebody you know	is	be	Sing	think	aux	If you or somebody you know is thinking about buying a home around Dalton, Ohio, then getting in contact with 123 Mold Testing at should come first for mold testing.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my website or blog	is	be	Sing	WordPress	cop	Even if my website or blog is not WordPress I can still ping my blog on the online pinging services .	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your school or district	is	be	Sing	do	aux	• Sample press release – Download a sample press release to customize with information about what your school or district is doing to celebrate National School Counseling Week.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	supervises	supervise	Sing	supervise	advcl	There are techniques in which an insurance policy case adjuster might utilize towards their client in order not provide a straight solution, as an example they may inform you that they will refer you to one more insurance adjuster that could react to your question as he or she supervises of that location of organization.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	ride	aux	The award will be given to those who can prove that he or she has ridden the appropriate routes by stamps on the starting card.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the contractor or the awarding authority	discovers	discover	Sing	discover	advcl	Section 39N provides for an equitable adjustment in the contract price "[i]f, during the progress of the work, the contractor or the awarding authority discovers that the actual subsurface or latent physical conditions encountered at the site differ substantially or materially from those shown on the plans or indicated in the contract documents."	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Whatever product or service you choose to sell ,	make	make		make	root	Whatever product or service you choose to sell, make sure that it is right choice to attract visitors.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The drum sound or sample	is	be	Sing	repeat	aux	The drum sound or sample is just repeating very fast like is stuck.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Sanskrit prosody or Chandas	refers	refer	Sing	refer	root	Sanskrit prosody or Chandas refers to one of the six Vedangas, or limbs of Vedic studies.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The ask price , or the offer price	is	be	Sing	price	cop	The ask price, or the offer price, is the price at which your broker will sell base currency in exchange for" currency.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Goodbaby , or GB ,	is	be	Sing	company	cop	Goodbaby, or GB, is a Chinese leading retail company with a network of 6,000+ stores in China, manages GB branded stores, and also works with international brands on a franchisee JV basis.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A bonita strip or squid	is	be	Sing	addition	cop	A bonita strip or squid is a great addition to any trolling spread.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	refuses	refuse	Sing	refuse	advcl	Whether one is bullied or laughed at for making mistakes, it can feel so emotionally threatening to a person's identity and existence that he or she refuses to go to school or begins to think about dying.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	VoIP , or Voice over Internet Protocol ,	is	be	Sing	alternative	cop	VoIP, or Voice over Internet Protocol, is a unique alternative to traditional landlines.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Fast boat or Speedboat	is	be	Sing	way	cop	Fast boat or Speedboat is the fastest way to get to Gili islands, many people prefer to take a fast boat than the slow ferry to go to Gili islands.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	IBM or Microsoft	employing	employ		employ	acl	Although you occasionally here stories of IBM or Microsoft employing more testers than programmers I’ve never seen this situation the nearest I’ve come to it is teams with 1 tester for every 2 programmers.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the council or the government	puts	put	Sing	put	acl	Every time the council or the government puts out a plan, whether it is a local heritage listing or new development plans for the city, it is my office that people call to try to understand and make sense of what is going on.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the SEO spider ( or " bot " )	sees	see	Sing	see	acl:relcl	On the outset, the site looks fine, but consider this: what the average Internet user sees is not what the SEO spider (or "bot") sees when it crawls the web to collect the data.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a family or couple	run	run		run	acl	This business presents the ideal opportunity for a family or couple to run.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Trick - or - treating	is	be	Sing	air	cop	Trick-or-treating is still up in the air for their two little ones.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an entrepreneur or business	creating	create		create	acl	In that, the history of an entrepreneur or business creating a product and then figuring out how they will sell it is over.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Windows XP or Windows Vista	do	do	Plur	come	aux	Windows XP or Windows Vista don't come with software to recognize your phone and handle the file transfer, so you'll need a copy of DataPilot, which works with all major phone types.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	He or she	has	have	Sing	have	root	He or she has to have a good command of English both spoken and written.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Wi - Fi routers or Home internet contracts	do	do	Plur	apply	aux	Wi-Fi routers or Home internet contracts don’t apply.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Fierce sprints for the line or uphill jumps out of the saddle	do	do	Plur	return	aux	Fierce sprints for the line or uphill jumps out of the saddle don't return the instant responsiveness many racers will expect, and there's a noticeable delay between input and output.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	The rear files of each platoon , or sets of four ,	have	have	Plur	have	root	The rear files of each platoon, or sets of four, have to travel 66 feet forward and 33 feet laterally for a total of 73.79 feet. [xi]	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	almost 242,000 , or about 27 percent of households ,	have	have	Plur	enrol	aux	According to Salt River Project, which has about 882,000 residential electric customers, of which almost 242,000, or about 27 percent of households, Coach bags for sale cheap have enrolled in these plans.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an agent or mortgage broker	work	work		work	acl	An uncertain, fluctuating Canadian real estate market can be absolute nightmare conditions for an agent or mortgage broker to work in.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Icons or widgets on the desktop that include simple shapes	look	look	Plur	look	root	Icons or widgets on the desktop that include simple shapes look good, while those with a lot of tiny details, curves and especially sloped lines are not nearly as impressive.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The limit or any combination of panfish in Wisconsin	is	be	Sing	fish	cop	The limit or any combination of panfish in Wisconsin is 25 fish.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the manager or owner	expects	expect	Sing	expect	acl:relcl	On the other end of the spectrum is management by abdication where the manager or owner expects you to know everything about everything and if something ever goes wrong, it is your fault whether you were responsible for it or not.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any good , therefore , that I can do or any kindness I can show to any fellow creature ,	let	let		let	root	Any good,therefore, that I can do or any kindness I can show to any fellow creature, let me do it now.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	Here or there	does	do	Sing	matter	aux	Here or there does not really matter distinctively because a lost place like this offers a special poetry of past developments and decay, sometimes a bit dangerous but in any case thrilling and amazing.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	each college or university previously attended	send	send		send	ccomp	Request that each college or university previously attended send official transcripts to Student Services.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Soooooo many polititions or so called behavior fcukwits	seem	seem	Plur	seem	root	Soooooo many polititions or so called behavior fcukwits seem to think that "MILITARY OBEDIENCE" = natonal service syndrome is the answer to every problem created by the government.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The common garter snake , or Thamnophis sirtalis ,	is	be	Sing	species	cop	The common garter snake, or Thamnophis sirtalis, is a species native to North America.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	reviews	review	Sing	review	acl:relcl	It’s also important to note that if the forensic accountant is considered to be a consulting expert, the documents he or she reviews might be disclosed during discovery, even though his or her expert opinion is privileged.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	3	Plur	1	they or we	desire	desire	Plur	desire	acl:relcl	I believe many people need hope and that hope is not always fulfilled the way they or we desire, but maybe the way Jesus intended at a specific time and in a specific way.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	dal khichdi or vegetable pulao or tehri	seems	seem	Sing	seem	root	Normally when I want to make something quick dal khichdi or vegetable pulao or tehri seems to be the best option.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Vegetable Pulao or Tehri	is	be	Sing	combination	cop	Vegetable Pulao or Tehri is an excellent combination of spices, vegetable and rice cooked together.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your camera or lens	has	have	Sing	have	advcl	If your camera or lens has a bad front focus problem, you'll see it easily.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a tweet or post	has	have	Sing	have	advcl	If a tweet or post has a photo with it, the photo will display alongside the text.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	that pathologist or pathology group	needs	need	Sing	need	conj	“Also, the pathologist bills for the professional component (PC) and that pathologist or pathology group also needs to be in-network for the UHC patient to get in-network pricing for all the services provided in that episode of care,” she added.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	geographic distance or other factors	prevent	prevent	Plur	prevent	advcl	Unless geographic distance or other factors prevent the patient from reasonably receiving preoperative care from the surgeon, the preventable extra costs and risks caused in processing two claims (one for the surgeon and one for the primary care physician) would be regarded as abuse by Medicare.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A typical physician or other healthcare provider	contracts	contract	Sing	contract	root	A typical physician or other healthcare provider contracts with as many as 10 to 20 healthcare organizations, each of which requires a time-consuming credentialing application.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	He or she	is	be	Sing	love	cop	He or she is the love of the life by Girlfriend Vashikaran Specialist in Georgia.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	even your HD videos or standard cable / satellite	have	have	Plur	look	aux	With a 4K upscaling engine, even your HD videos or standard cable/satellite have never looked better.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Personal Pronoun	UNK	Not Personal Pronoun	Who or what	is	be	Sing	aina	cop	Who or what is a kama‘aina, anyway?	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A safe or vault	protects	protect	Sing	protect	root	A safe or vault protects money, valuable objects and information (paper and data) from theft, fire and fraud.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	one person or party	running	run		run	acl	The executive and legislative branches (along with the judicial) are part of a system of checks and balances against one person or party running the table on the exercise of political power.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	He or she	is	be	Sing	executive	cop	He or she is an executive.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Ryan or his heirs	release	release	Plur	release	advcl	We’ll never know that unless Ryan or his heirs release his private papers at some point, or unless Ryan aquiesces to his conscience and publicly rescinds his endorsement of Donald Trump.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	which tool or technique	use	use		use	ccomp	Knowing which tool or technique to use in any particular situation is key to success.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	bankruptcy or closure	become	become	Plur	become	advcl	By monitoring indicators, creating transparency and responding swiftly to warning signals, financially stressed or distressed hospitals can get turned around before bankruptcy or closure become imminent threats.	c4-train.00002-of-01024_parsed_xaa.conllu
