experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	ccomp	I think he or she has to make a personal transformation; one has that empathy to what the employees are going to have to go through.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	afghans or even quilts	fit	fit	Plur	fit	root	As though 1 can’t have sufficient comfort and ease, afghans or even quilts they fit about the couch for that individuals to comfort and ease on their own.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	becomes	become	Sing	become	root	Once that confidence that defines a cook is realized he or she becomes totally focused on the details of cooking, station set-up, plate presentation, and flavor.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your heater or air conditioner	is	be	Sing	go	aux	Because let’s face it, you have better things to do than to worry about whether your heater or air conditioner is going to work.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A pinnaplasty , or ‘ ear pinning ’ ,	is	be	Sing	procedure	cop	Pinnaplasty: A pinnaplasty, or ‘ear pinning’, is a procedure which is required for people with ears that protrude out from the side of the head to a greater degree than is normally the case.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	funeral ceremonies or rituals	have	have	Plur	play	aux	For thousands of years, funeral ceremonies or rituals have played a key role in many cultures and today, Alsen(ND) funeral homes can carry them out as well.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	sees	see	Sing	see	advcl	Your receiver can commemorate the special holiday season, or personalize the mugs however he or she sees fit.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	big trading companies or firms of unrelated fields	win	win	Plur	win	root	More often than not, big trading companies or firms of unrelated fields win major contracts and subcontract to more specialized firms for execution of such contracts.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Market baskets or cloth bags	are	be	Plur	option	cop	Market baskets or cloth bags are also a convenient option if you prefer to stay away from plastic.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The glass or solar panel	becomes	become	Sing	become	root	The glass or solar panel becomes much easier to maintain; with just a rinse, the glass looks clean from dust and other organic contaminants.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the suit or dress you were going to wear	has	have	Sing	have	ccomp	You discover the suit or dress you were going to wear has a broken zipper, it’s an outdoor ceremony and suddenly the clear, sunny sky has left for other climes and your dog gets a bout of diarrhea for no apparent reason.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Mutton Sukha or Mutton Dry	is	be	Sing	dish	cop	Mutton Sukha or Mutton Dry is a dish that you can’t get enough of!	c4-train.00001-of-01024_parsed_xac.conllu
SS	True	False	Sing	3	Sing	Not Pronoun	either he or his sister	marrying	marry		marry	acl	There is no record of either he or his sister marrying.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	Otto or someone else from Automattic / Audrey Capital	is	be	Sing	call	aux	It doesn’t matter what Otto or someone else from Automattic/ Audrey Capital is calling it.	c4-train.00001-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the immunity system or different techniques	work	work	Plur	work	advcl	Especially when the immunity system or different techniques work inefficiently inside the human body, outer situations can greatly affect the inner situations of the human body.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	MetaBank or Visa	does	do	Sing	sponsor	aux	MetaBank or Visa does not sponsor or endorse the optional Synchrony Car Care Credit Card or Truckers Preferred Credit Card.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Setter or property injection	is	be	Sing	inject	aux	Setter or property injection is injecting dependent class object through the property.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	setter or property injection	means	mean	Sing	mean	root	So setter or property injection means, injecting SavingAccount & CurrentAccount class objects in Account class using property.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	wide open snow bowls or steep snowy gullies followed by snow drench trees and glades	are	be	Plur	playground	cop	Run after run of pristine powder awaits you, sometimes wide open snow bowls or steep snowy gullies followed by snow drench trees and glades are your playground for the day.	c4-train.00001-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	which operating systems or client software	have	have	Plur	have	acl:relcl	Google Apps works no matter which operating systems or client software your students or faculty have.	c4-train.00001-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	your students or faculty	have	have	Plur	have	acl:relcl	Google Apps works no matter which operating systems or client software your students or faculty have.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	cover letters or resumes	have	have		have	csubj	As amazing as it sounds, it is not uncommon for cover letters or resumes to have errors in them.	c4-train.00001-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	fewer than three in 200 ( or 1.5 percent ) of patients	die	die	Plur	die	ccomp	The American Gastroenterological Association reported in 2002 that fewer than three in 200 (or 1.5 percent) of patients die after the weight-loss surgery.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	their use ( or rather my use case which is served by them )	has	have	Sing	demand	aux	They are still a bit rough around the edges, and their use (or rather my use case which is served by them) has demanded mounting several new learning curves.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Each Special Occasions Limousine or Town Car	comes	come	Sing	come	root	Each Special Occasions Limousine or Town Car comes with a highly qualified chauffeur.	c4-train.00001-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Prolong fever or viral diseases	causes	cause	Sing	cause	root	Prolong fever or viral diseases causes’ loss of hair.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the man or woman	has	have	Sing	save	aux	The hospital prices paid to remedy such accidents will twice the that the man or woman has saved by removing the trash on own.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	parents or carers	feel	feel	Plur	feel	advcl	If parents or carers then feel that the content is not appropriate, please contact Depute Headteacher lucy.gallagher@sciennes.edin.sch.uk to discuss withdrawing a child from all or part of a planned programme of lessons.	c4-train.00001-of-01024_parsed_xac.conllu
PS	False	False	Plur	3	Sing	Not Personal Pronoun	they or someone they know	are	be	Plur	experience	aux	The MHD encourages people to call 911 or immediately go to an emergency room if they or someone they know are experiencing a serious reaction to synthetic cannabinoids.	c4-train.00001-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	has	have	Sing	suffer	aux	If you or a loved one has suffered from a traumatic brain injury, contact Salmu Law Firm in San Diego today to learn more about legal representation.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a Coach or Consultant	Does	do	Sing	benefit	aux	How Does a Coach or Consultant Benefit You?	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	six months ( or six years )	go	go	Plur	go	parataxis	Are you being made new, or is your life like a soap opera — six months (or six years) go by and the same old stuff is still going on?	c4-train.00001-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your team	are	be	Sing	design	aux	If you or your team are designing products or services with consistency in mind, you shouldn’t have to repeat trivial things.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	designers or developers	creating	create		create	acl	By adopting consistency as a key principle, you reduce the likelihood of designers or developers creating things in isolation which can lead to an inconsistent and poor user experience.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	ScreenFlow or Camtasia	are	be	Plur	app	cop	Or, if what you are really trying to do is to simply capture the screen and your camera and make tutorials, then ScreenFlow or Camtasia are good Mac apps with advanced functions.	c4-train.00001-of-01024_parsed_xac.conllu
PS	False	False	Plur	3	Sing	Not Pronoun	they or their broker	pay	pay	Plur	pay	ccomp	Just over half of Realtors say they or their broker pay for enhanced listings on Realtor.com, and the survey found that Realtor.com’s enhanced listings are considered to be of greater value than featured home and featured agent advertising.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	wears	wear	Sing	wear	acl:relcl	If you have a role model, look at the type of jeans he or she wears.	c4-train.00001-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you , or someone you know	is	be	Sing	wearer	cop	If you, or someone you know, is a denture wearer, you should be aware that there is new evidence that denture adhesives may be hazardous to your health and that the Food and Drug Administration is taking action.	c4-train.00001-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you personally or anyone you are aware of ,	requires	require	Sing	require	advcl	If you personally or anyone you are aware of, requires pastoral care please refer this to a member of our worship team.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	City of Erbil or Irbil ( Kurdish : Hawler )	is	be	Sing	capital	cop	City of Erbil or Irbil (Kurdish: Hawler) is the capital of the Kurdish Regionalregierug.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Vellakulam Pin code or Postal zip code of Vellakulam	is	be	Sing	number	cop	Vellakulam Pin code or Postal zip code of Vellakulam is an unique Post index number provided to the post office of Vellakulam, Madurai Division, Madurai District of Tamil Nadu state, India.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Rath Yatra or Chariot festival , one of the much - awaited Hindu festivals ,	honors	honor	Sing	honor	root	The Rath Yatra or Chariot festival, one of the much-awaited Hindu festivals, honors the Lord Jagannath’s visit along with his siblings , lord Balbhadra and deity Shubhadra ,to the temple of Queen Gundicha.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	trick - or - treating	happens	happen	Sing	happen	root	Halloween day trick-or-treating happens in Arcata, Fortuna and Garberville.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Arcata 's Trick or Treat on the Plaza	is	be	Sing	Monday	cop	Arcata's Trick or Treat on the Plaza is Monday, Oct. 31 from 4 to 6 p.m. (free).	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Fortuna 's Trick or Treat	takes	take	Sing	take	root	Fortuna's Trick or Treat takes place from 3 to 5 p.m. on Main Street (free) — also for costumed children 12 and under who are accompanied by an adult.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	small - town trick - or - treat	follow	follow		follow	advcl	And Southern Humboldt is having a Halloween Fest on Monday, Oct. 31 at the Garberville Town Square with a costume and scream contest starting at 3:30 p.m. with small-town trick-or-treat to follow (free).	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A digital financial advisor , or robo - advisor ,	is	be	Sing	company	cop	A digital financial advisor, or robo-advisor, is a company that uses pc algorithms to manage your money based on your solutions to questions about your objectives and danger tolerance.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the movement , or flow , of law between the local , regional , and national levels of the legal system	facilitates	facilitate	Sing	facilitate	acl:relcl	Finally, the work of Forman emphasizes the way in which the movement, or flow, of law between the local, regional, and national levels of the legal system also facilitates the movement of law from place to place (2).	c4-train.00001-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Pharmaceutical drugs or surgery	are	be	Plur	treatment	cop	Pharmaceutical drugs or surgery are often the recommended treatments.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	any children or infants for whom you are responsible	have	have	Plur	have	ccomp	Please ensure that any children or infants for whom you are responsible also have a valid ticket.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Praise or punishment	are	be	Plur	reason	cop	Praise or punishment are for good reason.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a process tool or service	claims	claim	Sing	claim	advcl	If a process tool or service claims to be agile it must be good, right?	c4-train.00001-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	each learner or groups of learners	know	know	Plur	know	conj	What if task differentiation though, was perceived as a constructing a jigsaw and each learner or groups of learners know they are bringing a jigsaw piece to the bigger picture of learning.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Kaolin , or kaolinite ,	is	be	Sing	clay	cop	Kaolin, or kaolinite, is a white, chalky clay in a very fine powder form, that is blown in and electrostatically deposited on the interior of the bulb.	c4-train.00001-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you love	has	have	Sing	have	advcl	If you or someone you love has a problem with Dextrostat, please call 800 774 5796 today, and let us connect you to the help you need.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Tiredness or weakness	is	be	Sing	sing	cop	Tiredness or weakness is a warning sing of Dextrostat overdose.	c4-train.00001-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	is	be	Sing	risk	cop	If you or a loved one is at risk due to an addiction to Dextrostat, call 800 774 5796 now.	c4-train.00001-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	cornflakes or other cerial or granola	go	go	Plur	go	root	And of course cornflakes or other cerial or granola go very well under blueberries.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	does	do	Sing	need	aux	Aside from being assured that the recipient spends the credit on the right items, the service also adds convenience to the recipient since he or she does not need to carry cash with them.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	wants	want	Sing	want	acl:relcl	Though the recipient can still buy anything he or she wants from a Grocery, it is still comforting that the money will not be used for more harmful vices.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a driver or an app	performs	perform	Sing	perform	acl:relcl	List of common tasks that a driver or an app performs in order to communicate with a USB device.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	User - Mode Linux , or simply UML ,	is	be	Sing	port	cop	User-Mode Linux, or simply UML, is a port of the Linux kernel to the abstract um architecture.	c4-train.00001-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	is	be	Sing	suffer	aux	If you or a loved one is suffering after being in a collision in Santa Rosa, do not hesitate to reach out for help.	c4-train.00001-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	These actions ( or inactions )	fly	fly	Plur	fly	root	These actions (or inactions) fly in the face of research showing almost 40,000 annual deaths from asbestos-related diseases in the USA, much higher than the earlier estimation of 15,000*4.	c4-train.00001-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	ccomp	If you’re a little hard up for cash and feeling brave, you can also try asking a trucker if he or she has an extra shower coupon.	c4-train.00001-of-01024_parsed_xac.conllu
