experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either A or B	does	do	Sing	see	aux	But does either A or B ever see B's or A's advertisements?	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Longwood or Winterthur	has	have	Sing	have	ccomp	It would be difficult for me to say if Longwood or Winterthur has the best Children’s Garden.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an extraordinary event or circumstance beyond the control of the parties	happen	happen	Plur	happen	advcl	Force majeure is a clause in contracts that allows both parties to walk out of the contract when an extraordinary event or circumstance beyond the control of the parties happen.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	AI or Air Infiltration	is	be	Sing	measure	cop	AI or Air Infiltration is a measure of how much air passes through the window assembly (measured using the formula – cfm/sq ft).	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	SHGC or Solar Heat Gain Coefficient	is	be	Sing	measure	cop	SHGC or Solar Heat Gain Coefficient is a measure of how efficiently the window blocks out solar heat from sunlight.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	VT or visible transmittance	is	be	Sing	measure	cop	VT or visible transmittance is a measure of how much sunlight enters through your window.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	CR or condensation resistance	is	be	Sing	measure	cop	CR or condensation resistance is a measure of how well a window resists condensation forming on the inside surfaces.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	STC or Sound Transmission Class	is	be	Sing	measure	cop	STC or Sound Transmission Class is a measure of how much sound a window blocks out.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	XFDL , or Extensible Forms Description Language files	use	use	Plur	use	root	XFDL, or Extensible Forms Description Language files use XML to describe a structured, legally-binding business form.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The NF90 - 400 or NF270 - 400	replaces	replace	Sing	replace	root	The NF90-400 or NF270-400 replaces the NF70-400.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the government or any other regulator in India	has	have	Sing	give	aux	Further, the government or any other regulator in India has not given license to any agency for working as an exchange or any other kind of intermediary for any VC.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	friends or colleagues	compliment	compliment	Plur	compliment	acl:relcl	List everything you know you’re good at; what friends or colleagues compliment you on; and, what others often ask you to do because you do it well.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your Facebook cover photo or video clip	is	be	Sing	thing	cop	Convert Image To Facebook Cover - Rather, your Facebook cover photo or video clip is the first thing they'll see.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	commit	aux	If a person driving under the influence causes and accident and there is serious bodily injury, then he or she has committed a third degree felony.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your pricing or position	is	be	Sing	have	aux	If customers truly love your brand, they let you know if your pricing or position is having a strong challenger and they actively ask your approach to the situation.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Smartphones or 4G	are	be	Plur	interest	cop	Smartphones or 4G are minimal interests, while Samsung and Apple have strong demand.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the product or service	ends	end	Sing	end	advcl:relcl	In the current online centric customer relationships in which marketing and servicing merge as one single messaging, it’s increasingly difficult to define where the product or service ends and marketing/promotion starts.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a law or regulation	reduces	reduce	Sing	reduce	ccomp	Jankovsky’s Democratic challenger in the Nov. 6 election, Paula Stepp, offered a position statement on both Prop. 112 and Amendment 74, which would make it easier for property owners, including those who own mineral rights, to seek “just compensation” from local and state government if they believe a law or regulation reduces their property value.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	do	aux	The patient is seen the day after surgery to make sure he or she is doing well.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a policy ( or any other contract , for that matter )	says	say	Sing	say	advcl	Second, just because a policy (or any other contract, for that matter) says something doesn’t mean it has to be.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Discrimination or unequal treatment	is	be	Sing	gravamen	cop	[ Academia ] as a Key Elective : Discrimination or unequal treatment is frequently the gravamen of civil rights litigation.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	teachers or coaches	incorporate	incorporate	Plur	incorporate	xcomp	While you do not need to send in any information regarding performances or attendance in the school based program, we encourage teachers or coaches incorporate these fundamentals of run, jump, throw, and wheel into physical education programs or after school activities, and to ensure all interested students would be eligible and prepared to attend the Provincial Trackfest Program.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he , or she	provide	provide		provide	acl	This is the puzzle, not yet solved, that often is delivered to the due diligence advisor, along with the request that he, or she provide a solution.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	No archaeological drawings or records of the palace ’s original design	exist	exist	Plur	exist	root	No archaeological drawings or records of the palace’s original design exist, but historians believe it was probably two stories tall at times throughout the 17th century and more fortress-like than the current single-story structure.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Nibbana or Nirvana	is	be	Sing	state	cop	And Nibbana or Nirvana is the state of complete pure bliss and calmness.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	namboboso ( or naninilip )	is	be	Sing	Tagalog	cop	Notes: (a) A monument to King Carlos IV stands in Manila's Plaza de Roma in gratitude for his introduction of smallpox vaccine in the Philippines; (b) Floy Quintos once had at his Gallery Deus shop, an antique Bohol nativity set with handwritten names on the archangels figures: San Miguel, San Gabriel, San Rafael, and the lesser-known Uriel, Barachiel, Jehudiel, and Salatiel; and (c) namboboso (or naninilip) is Tagalog for surreptitiously peeping as in Peeping Tom.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	few or none	have	have	Plur	attempt	aux	A passionate hobby for her offers you an opportunity to connect with her in a way that few or none have ever attempted.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	Planned Parenthood , or anyone else , even in this one isolated case	is	be	Sing	encourage	aux	Note there is no evidence this is a “problem” in the United States, or that the problem that does exist elsewhere (most famously in Asia) would be eliminated by making abortions illegal, or that Planned Parenthood, or anyone else, even in this one isolated case, is encouraging gender-selection abortions.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Estes motors ( or " engines " )	come	come	Plur	come	root	Estes motors (or "engines") all come with igniters, but they're not as reliable as you want for a cluster rocket.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an editor or an author	sift	sift		sift	csubj	The revision feature, along with the enhanced post locking are more designed for blogs with teams of authors so that it’s easier for an editor or an author to sift through prior drafts of an article.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a winner or loser	be	be		be	xcomp	You know he never really wanted there to be a winner or loser when he presented the Throwdown idea to Food Network.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	their efforts or talents	deserve	deserve	Plur	deserve	acl:relcl	But somehow it feels worse, and more damaging here in the Caribbean, perhaps because there is still more at stake, in terms of artists and other art professionals who are competing for scarce resources and opportunities, and who often do not get the support and compensation their efforts or talents deserve, and in terms of the broader social stakes.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	A year or 18 months to Chodan	is	be	Sing	question	cop	A year or 18 months to Chodan is not out of the question.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Sterling ’s broader political views or party affiliation	have	have	Plur	have	root	Not that Sterling’s broader political views or party affiliation have much to do with the controversy over his insanely racist comments, but here’s a news flash for those conservatives eager to bring up the topic: He’s a Republican.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Ampere or amp ( symbol : A )	is	be	Sing	unit	cop	Ampere or amp (symbol: A) is the unit of electrical current.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	IS	be	Sing	face	cop	The secretary of defense is the person in government who embodies civilian control 24-7; he or she has no other duty, unlike the president or the Congress, the two civilian institutions named in the Constitution, and so on a day-to-day basis he or she IS the face of civilian control closest to the troops.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	parataxis	The secretary of defense is the person in government who embodies civilian control 24-7; he or she has no other duty, unlike the president or the Congress, the two civilian institutions named in the Constitution, and so on a day-to-day basis he or she IS the face of civilian control closest to the troops.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a second church or chapel of ease	dates	date	Sing	date	root	In the old graveyard, a second church or chapel of ease dates from the 16th century, and several members of the Dunraven family are buried there.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	family members or friends	stage	stage	Plur	stage	acl:relcl	In instances where family members or friends stage an intervention, the alcoholic must make the choice between some terrible consequences or alcohol addiction treatment.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or a loved one	gets	get	Sing	get	advcl	The sooner you or a loved one gets help, the greater the chance for lasting sobriety.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	IOP , or Intensive Outpatient Treatment as it is sometimes called ,	refers	refer	Sing	refer	root	IOP, or Intensive Outpatient Treatment as it is sometimes called, refers to a program whereby patients live in a facility where they have some freedom to come and go, but the bulk of their days are spent in treatment sessions.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	needs	need	Sing	need	advcl	If you or someone you know needs help, contact us.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	trees or a structure	are	be	Plur	block	aux	The Southern exposure gets the late winter sun, so long as trees or a structure aren't blocking it.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A touch - free tablet or smartphone	is	be	Sing	demo	cop	A touch-free tablet or smartphone is a great demo, but it’s a reach to imagine it solving any problem a normal person would have.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	receives	receive	Sing	receive	root	In most Chapter 7 cases, if the debtor is an individual, he or she receives a discharge that releases him or her from personal liability for certain dischargeable debts.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	complete	aux	In addition, an individual is not eligible to file under Chapter 7 or any Chapter of the Bankruptcy Code unless he or she has, within 180 days before filing, completed a credit counseling course from an approved credit counseling agency.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the U.S. trustee ( or bankruptcy administrator )	has	have	Sing	determine	aux	There are exceptions in emergency situations or where the U.S. trustee (or bankruptcy administrator) has determined that there are insufficient approved agencies to provide the required counseling.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	a partnership or corporations	desire	desire	Plur	desire	advcl	If a partnership or corporations desire a discharge, they must proceed under Chapter 11.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	arena entrances or card pack prices	Do	do	Plur	change	aux	Do arena entrances or card pack prices ever change?	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Chest pains and / or shortness of breath	constitute	constitute	Plur	constitute	root	Chest pains and/or shortness of breath constitute an emergency.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Jacobs ( or his subeditor )	uses	use	Sing	use	ccomp	Note also that Jacobs (or his subeditor) uses “chaos”, not to mean “complete and utter disorder and confusion” but, as so many journalists do these days, apparently, signifying “a slight amount of disorder, with a little confusion and inconvenience”; and “global”, in this instance, seems to mean “within Australian aerodromes and parts of the USA”.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	staff or community members	do	do	Plur	like	aux	Even though you may be for kids one hundred percent of the time, it can be easy to back away from discourse when staff or community members do not like the course you have chosen.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	one or the other	becomes	become	Sing	become	advcl	I'm not sure how it works if one or the other becomes the main carer.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The occasional coupon or lower price	lends	lend	Sing	lend	root	The occasional coupon or lower price lends to added discounts.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	AMP ( or Accelerated Mobile Pages )	is	be	Sing	initiative	cop	AMP (or Accelerated Mobile Pages) is the newest initiative to make pages more mobile friendly.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the person or persons seeking to conceal their involvement and funds	open	open	Plur	open	root	After selecting an offshore jurisdiction, the person or persons seeking to conceal their involvement and funds open an offshore company.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	The new contract – or at least one of the aspects that could n’t be agreed in the most recent negotiations –	states	state	Sing	state	root	The new contract – or at least one of the aspects that couldn’t be agreed in the most recent negotiations – states that trusts will have ‘right of first refusal’ over any work done in a doctor’s spare time.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	One data point ( or even two or three ) in a very large ocean	does	do	Sing	tell	aux	One data point (or even two or three) in a very large ocean doesn’t tell you very much.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or others	succeed	succeed		succeed	acl	Any behaviour or attitude that limits the opportunity for you or others to succeed is to be avoided.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the traditional process – or manual method – of deal registration	is	be	Sing	alternative	cop	Simply put, the traditional process – or manual method – of deal registration is no longer a realistic alternative.	c4-train.00002-of-01024_parsed_xab.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either its technology or its search - engine accessibility	fails	fail	Sing	fail	acl:relcl	The moment either its technology or its search-engine accessibility fails, it all vanishes in utter silence.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Scottish police officers or representatives of some of them	calling	call		call	ccomp	I was astonished to hear Scottish police officers or representatives of some of them calling for the legalisation of hard drugs.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	consciousness ( or awareness )	is	be	Sing	byproduct	cop	Yes, some scientists claim that consciousness (or awareness) is a nice byproduct created by the brain and therefore dies when the brain dies, but if you were to ask these scientists what exactly consciousness is, they wouldn’t be able to tell you.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	“ Raiders of the Lost Ark ” or “ The Last Crusade ”	is	be	Sing	movie	cop	Debates will forever rage as to whether “Raiders of the Lost Ark” or “The Last Crusade” is the best Indiana Jones movie but, the fact is, the latter wouldn’t exist if the former hadn’t been so great.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a Hudson resident or business	chooses	choose	Sing	choose	advcl	There are hundreds of roofing companies in the Denver metro area, and we are proud when a Hudson resident or business chooses J & L Roofing over a competitor.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	your current favourite primer or primers ?.	’s	be	Sing	what	cop	What’s your current favourite primer or primers?.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	give	give	Sing	give	advcl	If he or she give you an reply that you do not like, you may want to discover a diverse policy.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Teams that punched a run control whilst mountain biking or a bike control whilst on the trail run by mistake	have	have	Plur	have	aux	Notes: Teams that punched a run control whilst mountain biking or a bike control whilst on the trail run by mistake have had the value of this control removed from their score where necessary.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Boothsdale or ‘ little Switzerland ’ as it is fondly referred to	is	be	Sing	pub	cop	Boothsdale or ‘little Switzerland’ as it is fondly referred to is directly behind the pub and can be accessed by a footpath.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	technology or artifacts	have	have	Plur	have	acl	Ong’s point connects to the ongoing discussion of whether technology or artifacts have politics, though in this case, it focuses more on the way that technology affects our thinking.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Lapbooks or mini - book projects	enable	enable	Plur	enable	root	Lapbooks or mini-book projects enable children to work with small bits of information at a time.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a family member or a friend	has	have	Sing	use	aux	If a family member or a friend has recently used their services you will be able to see the work – possibly view work still in progress – and get to know the designer before hiring their services.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a company or LLP	does	do	Sing	need	aux	What does a company or LLP need to do?	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	wants	want	Sing	want	advcl	If you or someone you know wants help overcoming compulsive holding on to and taking back control over their particular life, take the first step right now, and get the help of the local trash eradication professionals.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	mum or dad	needs	need	Sing	need	acl:relcl	The kitchen has high gloss worktops with contrasting overhead lockers and flush fit energy efficient down lighters, a four burner gas hob, glass fronted oven and grill; add to this an 800w microwave, decent fridge size, good storage and worktops, and it’s all that mum or dad needs to cater for the family in the caravan, given the cost of eating out for a family of five.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	temperatures and / or wind chill	reach	reach	Plur	reach	advcl	Warming houses will close when temperatures and/or wind chill reach -19 degrees.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	one scam or the other , by one too - big - to - fail bank or the other	comes	come	Sing	come	root	Almost every day one scam or the other, by one too-big-to-fail bank or the other, comes out in newspapers.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	This feeling or concept	is	be	Sing	go	aux	This feeling or concept isn’t going anywhere, either.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	there ears or nose	have	have	Plur	hold	aux	If someone bangs there agency responsible for protecting OF THE ALMIGHTY AND there ears or nose have held training exercises are feeling fine but opening lest large amounts of water spill out.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	advcl	Homework Helpers: Chemistry is a user-friendly review book that will make every student or parent trying to help their child feel like he or she has a private Chemistry tutor.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Arctic , or the Circumpolar North ,	is	be	Sing	area	cop	The Arctic, or the Circumpolar North, is the area to the north of the northern polar circle, i.e. north of 66° 33'N.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your VP or Sales Ops guy	complains	complain	Sing	complain	advcl	When your VP or Sales Ops guy complains you don’t log things, just show them your calendar filled with CRITICAL to-dos for the biggest deal in your pipeline and the 30 minutes you spared every day to log activities into CRM.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a violation or dangerous emission	has	have	Sing	occur	aux	Sites listed below indicate they are registered as places subject to environmental regulation or of environmental interest and do not independently mean that a violation or dangerous emission has occurred.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Bolhapalota , or “ Flea Palace ” ,	is	be	Sing	market	cop	Bolhapalota, or “Flea Palace”, is a flea market located near Ferenciek tere.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	your סמלת or anyone else	seems	seem	Sing	seem	advcl	Whether your סמלת or anyone else seems annoyed at your asking, they are busy and likely will appreciate the reminder in the end, so long as it is truly something they are supposed to provide for you.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a singular space or send of a message	indicates	indicate	Sing	indicate	root	Rather, a singular space or send of a message indicates the release of a sentence and the beginning of a new one, or the inclusion of an emoji at the end as its concluding particle.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	discusses	discuss	Sing	discuss	root	Alternatively, he or she discusses the issue with the GP.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Levantehaus or the 60 diverse stores of Hanseviertel	offer	offer	Plur	offer	root	Levantehaus or the 60 diverse stores of Hanseviertel offer an equally stylish side of shopping.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	champagne – or beer or wine –	cause	cause	Plur	cause	advcl	If your champagne – or beer or wine – wishes cause a spill during the holidays, be very careful about dousing the stain on dry clean only clothes with water or club soda.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Manure ( or animals waste )	is	be	Sing	issue	cop	Manure (or animals waste) is a big issue on our farm.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the sponsors or the placement agents	publicize	publicize	Plur	publicize	advcl	The terms and conditions of such securities are typically confidential due to the private nature of the issuance, unless the sponsors or the placement agents publicize information about the transactions.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he ( or she )	attempts	attempt	Sing	attempt	advcl	Brigador places you in command of one of over fifty fighting vehicles, from enormous bipedal combat mechs to miniscule treadbikes and hovercraft, as you smash your way through fully destructable environments as dozens, sometimes even hundreds, of unique enemies try to resist the Brigador as he (or she) attempts to complete their objective and escape the combat area in one piece.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Geometric shapes , combined with the key points of the paper , mélange of blue and white with a slight outline of other colors , or , that rectangle that is manifested as the center of vision in all the artist works	providing	provide		provide	root	Geometric shapes, combined with the key points of the paper, mélange of blue and white with a slight outline of other colors, or, that rectangle that is manifested as the center of vision in all the artist works providing an incentive that magnetize the eye of any admirer.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	BB ( or 0xB1 F 1BB )	is	be	Sing	color	cop	#B1F1BB (or 0xB1F1BB) is unknown color: approx Fringy Flower.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a specific offer or announcement	does	do	Sing	do	ccomp	This will allow you to plan and tailor your messages accordingly, such as knowing if a specific offer or announcement does better with your market.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Pre-Operative Rehabilitation , or PREHAB as it is widely known ,	is	be	Sing	preparation	cop	Pre-Operative Rehabilitation, or PREHAB as it is widely known, is the preparation undertaken prior to your surgical procedure.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	has	have	Sing	suffer	aux	If you or a loved one has suffered an injury, contact us online or call us at 415-788-9000 to set up a FREE consultation to discuss your legal options.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your product or service	compares	compare	Sing	compare	ccomp	You should know your competition well enough that you're prepared to answer questions and demonstrate how your product or service compares favorably to others.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Valor ( or Declan , as we call him )	is	be	Sing	baby	cop	Valor (or Declan, as we call him) is our 3rd and final baby.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	are	be	Sing	need	cop	If you or someone you know are in need of a photographer for the loss of your baby, please reach out to me or to Now I Lay Me Down To Sleep for more information and support.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	The estate 's current status and / or features	are	be	Plur	Hill	cop	The estate's current status and/or features are #Cane Hill.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Personal Pronoun	UNK	Not Personal Pronoun	who or what	controls	control	Sing	control	conj	I don’t know what the larger picture was, who controlled the boy, who had put him there, why, for what purpose (as most people do not comprehend the larger picture, or who or what controls them), but the image of this boy is etched on my imaginative memory.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your tub or shower	discards	discard	Sing	discard	ccomp	This is an important training that ensures that your tub or shower so that it discards the old, worn out and outdated look for a breathtaking and refreshing replacement shower doors.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Legacy ’s “ Galvanize ” or “ Obsidian Field ”	are	be	Plur	play	cop	It can be all too easy to forget that Legacy’s “Galvanize” or “Obsidian Field” are in play and active.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your approach to or philosophy on teaching	is	be	Sing	what	cop	What is your approach to or philosophy on teaching?	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	she or he	skis	ski	Sing	ski	conj	The only way a skilled touring partner can reduce the objective risk of a run then, is if that person is skilled in terms of rescue, or if she or he skis in a way that minimizes the risk of triggering an avalanche.	c4-train.00002-of-01024_parsed_xab.conllu
