experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a client or customer	fills	fill	Sing	fill	advcl	When a client or customer fills the Skip bins with waste, the workers have to check whether the garbage is hazardous or not.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your water slide or bouncer	has	have	Sing	have	advcl	If your water slide or bouncer has a broken zipper, you can replace the head or the zipper or both with our easy to sew in zipper by the foot.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	safe injection sites ( or safe consumption sites )	provide	provide	Plur	provide	ccomp	Experts have argued that safe injection sites (or safe consumption sites) provide much-needed medical attention that can prevent or reverse overdoses and can prevent the spread of hepatitis C or HIV (due to dirty needles).	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Smoker or Coffee Drinkers	Need	need	Plur	need	root	Smoker or Coffee Drinkers Need this !!!	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	" management speak , " or corporate slang	is	be	Sing	reference	cop	In fact, "management speak," or corporate slang, is a reference to his term "newspeak," which he used to describe the propaganda language of Big Brother supporters in his classic novel, "Nineteen Eighty-Four."	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	CMC or Carboxymethyl cellulose	is	be	Sing	arabic	cop	CMC or Carboxymethyl cellulose is a synthetic gum arabic and is often used in some pottery glazes and sometimes as an additive in pate de verre.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Every episode – or at least , every excellent episode –	has	have	Sing	have	root	Every episode – or at least, every excellent episode – has stakes and consequences on its own.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	a leader ( or anyone )	is	be	Sing	show	aux	The tool is unique because it offers simple-but-profound insight into how a leader (or anyone) is “showing up” and affecting others.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Team Vital Signs , or TVS ,	is	be	Sing	survey	cop	Team Vital Signs, or TVS, is a normed, validated survey about “Team Climate” — the intangible x-factor that makes some groups of people work as powerful teams, where others remain just groups.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	High - Intensity Interval Training , or HIIT for short ,	is	be	Sing	form	cop	High-Intensity Interval Training, or HIIT for short, is a popular form of exercise that focuses on providing a cardio workout.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Personal Pronoun	people interested in running their own business or those who are already running successful businesses	prefer	prefer	Plur	prefer	ccomp	Have you ever wondered why people interested in running their own business or those who are already running successful businesses prefer playing mind-sharpening games rather than games that only entertain?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a qualified person or team	assesses	assess	Sing	assess	acl:relcl	Developing a system where a qualified person or team assesses the chemicals for hazards and risks and then shares this information across the organization, clearly & concisely, is both more efficient and sustainable.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the prep or clean up	is	be	Sing	happen	aux	Now the kitchen is more inviting and the family can chit chat while the prep or clean up is happening.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Leftover roasted chicken or turkey	makes	make	Sing	make	root	Leftover roasted chicken or turkey makes this rendition of a popular salad a snap to prepare.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Organic farming or biodynamic farming	are	be	Plur	goal	cop	Organic farming or biodynamic farming are not a goal.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	your story ( or examples )	Does	do	Sing	guide	aux	Does your story (or examples) guide kinesthetic learners well through the problem?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a woman ’s life or mental health	is	be	Sing	danger	cop	Yes there are cases where a woman’s life or mental health is in danger to such a point that having more children is a danger.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	cable or DSL	does	do	Sing	reach	aux	Even if cable or DSL doesn't reach to your home in Whitefield, NH, Exede can provide a high speed internet connection with download speeds up to 12 Mbps and upload seepds up to 3 Mbps.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a birthday card or congratulatory card	circulates	circulate	Sing	circulate	advcl	A Warm and Practical Guide to Writing the Perfect Card MessageAre you at a complete loss for words when a birthday card or congratulatory card circulates at the.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	1	my family or I	need	need	Plur	need	advcl	I will definitely recommend them to anyone who needs their services and if my family or I need any tree services, Robert&apos;s Tree Service will be the first I contact.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	doubt or forgetfulness	has	have	Sing	creep	aux	It is only an issue when doubt or forgetfulness has crept in.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	high profile attacks against Italy 's former first black minister , Cecile Kyenge , or the country 's treatment of migrants languishing in detention centres	have	have	Plur	do	aux	Italians are usually known for being warm and welcoming, but high profile attacks against Italy's former first black minister, Cecile Kyenge, or the country's treatment of migrants languishing in detention centres, have done a lot to tarnish that image.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Your business ’ Ex - Mod ( or Experience Modification Rate )	is	be	Sing	number	cop	Your business’ Ex-Mod (or Experience Modification Rate) is a number given to you by the Workers’ Compensation Insurance Rating Bureau or WCIRB that factors into your total Workers’ Compensation insurance cost.	c4-train.00002-of-01024_parsed_xac.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either Codecademy or Adafruit	agrees	agree	Sing	agree	acl:relcl	In the event either Codecademy or Adafruit agrees to a refund, only the Party agreeing to the refund shall be responsible for the refund and the purchaser is not entitled to a refund from the other Party.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a company or product	has	have	Sing	have	aux	For example just because a company or product has had a lot of past success that's no reason in itself to get excited.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the government grant or contract	ends	end	Sing	end	advcl	Since these resources are essential but not compensated, nonprofits find it difficult to identify and access other grants to fund these programs once the government grant or contract ends.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The small collar of gum , or pocket , around each tooth	sits	sit	Sing	sit	root	The small collar of gum, or pocket, around each tooth usually sits 2-3 millimeters deep, a space easily cleaned by floss or toothpicks.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	boys or girls	love	love	Plur	love	conj	Game Cave Atlanta is the leader in birthday party entertainment because it is perfect for all ages and boys or girls love video games.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	head	aux	Whether he or she is headed to college, the real world or grad school, these 10 gifts will show him or her how proud you are.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	another model or brand	is	be	Sing	fit	cop	You may be surprised to find another model or brand is a better fit.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a potential weakness or risk	exists	exist	Sing	exist	acl:relcl	Special Mention  loans where a potential weakness or risk exists, which could cause a more serious problem if not corrected.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Angry outbursts or bursts of tears	happen	happen	Plur	happen	root	Angry outbursts or bursts of tears happen more often than I’d like.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	another writer ( or writers )	is	be	Sing	revise	aux	Bruckheimer simply said that "a team of writers" are currently working on that script, which makes it sound likely that another writer (or writers) is revising Bernard and Miro's draft, though it remains unclear at this point.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	SSRIs , or selective serotonin reuptake inhibitors ,	work	work	Plur	work	root	SSRIs, or selective serotonin reuptake inhibitors, work by blocking reabsorption of the chemical in the brain; increasing the amount of serotonin available.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	do	cop	The greatest predictor of success in someone’s lifetime is if he or she did chores as a kid or had a part-time job, she said.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the couple or partners	have	have	Plur	have	advcl	If the couple or partners have the same religious beliefs, its essential to visit a marriage counselor with the same views to avoid confusion and conflict of interest.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	traditional meditation school or spiritual guru-student relationship	offer	offer	Plur	offer	acl:relcl	Interestingly, like me, the author undertook an independent personal path outside of any form or guide that traditional meditation school or spiritual guru-student relationship offer.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my Life Cover or Premium	Does	do	Sing	change	aux	Does my Life Cover or Premium change after I receive the critical illness benefit?	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	one or more of the four	is	be	Sing	lack	aux	Something is lacking, if one or more of the four is lacking!	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	Not Pronoun	she or the Pakistani Foreign Secretary	comes	come	Sing	come	acl:relcl	One would hope that the next time she or the Pakistani Foreign Secretary comes to Delhi she will, abiding by her own sane advice, shed past habits of confabulating provocatively with Hurriyet leaders in Delhi.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	give	give	Sing	give	advcl	If he or she give you an answer that you don't like, you could want to find a different coverage.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	grow	aux	However, when your kitten reaches three months, they should be fed 3 times a day to keep up with how fast he or she is growing.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	from whichever Application layer protocol or service	uses	use	Sing	use	advcl	Used by connectionless protocols at the transport layer, a d_______ simply adds a header to the PDU, supplied from whichever Application layer protocol or service uses a connectionless protocol, such as UDP; hence, UDP is also known as a d_______ service.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	1	Sing	Not Pronoun	we ( or any other web server )	send	send	Plur	send	acl:relcl	You are not obliged to accept a cookie that we (or any other web server) send to you.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	my check bones ( or lack of them )	do	do	Plur	look	aux	When I'm using bronzer to contour my face I'm always so paranoid about it not being blended in properly because I don't want people to know that my check bones (or lack of them) don't look like that naturally.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the equipment or service	gain	gain		gain	acl	When the delivery of equipment or services require access to the service user's venue (be it their own property, company premises or hired venue) our company accepts that the entry and exit is on level ground, and there is sufficient height and width for the equipment or service to gain access, unless informed otherwise.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the service or hired equipment	requires	require	Sing	require	advcl	If the service or hired equipment requires installation, then all electrical and water facilities must be provided for, within 25 meters of the set-up point by the service user.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	the elderly or disabled	are	be	Plur	risk	cop	In its legislative findings, the Legislature declares that the elderly or disabled “are at risk because of incidents of reported and unreported domestic violence, abuse and neglect which are known to include acts which victimize the elderly and disabled emotionally, psychologically, physically and financially.”	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	harasses	harass	Sing	harass	advcl	A caregiver could be found liable if he or she harasses her client and takes advantage of him or her.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your hotel or chalet	has	have	Sing	have	advcl	For the ultimate in convenience, stay near the lifts (like in W Verbier) unless your hotel or chalet has its own shuttle bus (like the La Cordée des Alpes).	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the leader or members	wish	wish	Plur	wish	advcl	If the leader or members wish to help such persons in need, they can better do so through prayer, or through visiting them and establishing sympathy which is also healing.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Dubai or the UAE	Is	be	Sing	Trader	cop	Traders Is Dubai or the UAE?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your name or your partner ’s name	is	be	Sing	bill	cop	If you’re getting the Guarantee Credit element of Pension Credit you should automatically qualify for the discount, as long as your name or your partner’s name is on the energy bill and your energy supplier is part of the scheme.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your building or difficult	has	have	Sing	have	ccomp	If you're cleaning out ones apartment, see to it that your building or difficult has adequate space offered where you can put the dumpster.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your city or town	permits	permit	Sing	permit	ccomp	If you are cleaning your home as well as yard, be sure that your city or town permits you to keep these kinds of facilities in the pub.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	wired or wireless	is	be	Sing	preference	cop	So wired or wireless is really your personal preference.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the undesirable appearance or aesthetic quality of a site , including vandalism , disrepair , or abandonment ,	leading	lead		lead	root	In general, the undesirable appearance or aesthetic quality of a site, including vandalism, disrepair, or abandonment, leading to a reduction in the development and investment in the surrounding area.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Program management or programme management	is	be	Sing	process	cop	Program management or programme management is the process of managing several related projects, often with the intention of improving an organization's performance.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Every Q – tapp dm elixir vitae or fungotek tablet	comprises	comprise	Sing	comprise	root	Every Q – tapp dm elixir vitae or fungotek tablet comprises 250 mg dextromethorphan hydrochloride salt which is the active constituent in this oral drug.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Some growing media or plant strains	need	need	Plur	need	root	Some growing media or plant strains need higher than normal amounts of Calcium or Magnesium.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	UDP or User Datagram Protocol	is	be	Sing	approach	cop	UDP or User Datagram Protocol is one other approach of transmitting information, similar to TCP.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The action or URL that will receive the form information in the node server ,	is	be	Sing	http://localhost:8080	cop	The action or URL that will receive the form information in the node server, is http://localhost:8080.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the project , or thought process ,	becomes	become	Sing	become	ccomp	When a group gets together to work on a project, or all agree on a certain point, do you find that the project, or thought process, becomes muddled and leveled to the lowest common denominator of the group?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	alerts	alert	Sing	alert	advcl	In each of the preceding crimes, the unsuspecting victim can lose his or her life savings and his or her home, unless he or she promptly alerts the authorities.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Breast milk or even just milk , in general ,	plays	play	Sing	play	root	Breast milk or even just milk, in general, plays an amazing role in pink eye treatment.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Pink eye or Infectious conjunctivitis	end	end	Plur	end	root	Pink eye or Infectious conjunctivitis often times end up affecting our quality of time because of the wide range of accessory symptoms that one experiences because of this condition.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Pink eye , or conjunctivitis ,	spreads	spread	Sing	spread	root	Pink eye, or conjunctivitis, primarily spreads through the direct contact with someone who is already affected.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	look	aux	When guests arrived at your athletics-centered website, he or she is deliberately looking for athletics-relevant items.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your Internet Service Provider or the coffee shop WiFi provider	sees	see	Sing	see	advcl	This software encrypts your data, even before your Internet Service Provider or the coffee shop WiFi provider sees it.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	True	False	UNK	2	Sing	Not Pronoun	either you or your former partner	Do	do	Sing	have	aux	Do either you or your former partner have any health issues that might impact your capacity to work in future?	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	39 ; early war ; ) or bloodthirsty 21	attributes	attribute	Sing	attribute	root	39; early war;) or bloodthirsty 21 attributes a great effect that is when a site allows three & of reich 21.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Increased revenue or reduced cost ,	add	add	Plur	add	root	Increased revenue or reduced cost, both add up to the bottom-line; something all shareholders want.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	stops	stop	Sing	stop	advcl	Often, the claimant does not begin taking this medication until after he or she stops working.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	advcl	The patients cannot take this preparation if he or she has heightened sensitiveness to the main active matter or other ingredients of this medicant, liver or kidneys insufficiency, some problems with heart or different cardiovascular illnesses (heavy tachycardia, arrhythmia, stenocardia, bradycardia and others), children till three years old, some allergic reactions on this medication o other nonsteroidal ant-inflammatory preparations, gestation, period of lactation and so on.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the aspiration or frustration	is	be	Sing	something	cop	I don't think that the aspiration or frustration is something that... you know, I fully empathise and sympathise with that.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	smoking or vaping	is	be	Sing	occur	aux	So, “If you’re in a room where smoking or vaping is occurring, you’re taking in the smoke through your skin as well as your lungs,” says Charles Weschler.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	" Nietzsche " , or " Haß " ,	offers	offer	Sing	offer	root	With noisy intros which are followed by ambient phases, "Nietzsche", or "Haß", offers a structure of a more fluid rhythm which gallops under the bites of the opera voices.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	India or Vietnam	want	want	Plur	want	advcl	If India or Vietnam want them they are free to place an order any day of the week.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Some wineries or vineyards	offer	offer	Plur	offer	root	Some wineries or vineyards offer wine discounts on large orders of wine.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Photons ( or particles of light ) from the ALS	have	have	Plur	have	root	Photons (or particles of light) from the ALS have the right energies to interact with many electrons in atoms.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	He or she	has	have	Sing	have	root	He or she has to be trusted and respected, even liked.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the CKO or local Knowledge Manager	reporting	report		report	acl	I see knowledge management as something that needs an even-handed application of people, process and technology issues across all aspects of the business, and my advice would be to keep it as a separate function, with the CKO or local Knowledge Manager reporting directly to the leadership.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	This “ bejalai ” or wandering	is	be	Sing	journey	cop	This “bejalai” or wandering is a journey or expedition undertaken by the Iban men with the intent of acquiring material profit or social prestige.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a prospect or repeat customer	has	have	Sing	have	acl:relcl	By compiling data from the many points of contact that a prospect or repeat customer has with a business, that business can build a profile that will help inform their next steps.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	BMI or Body Mass Index	is	be	Sing	calculation	cop	BMI or Body Mass Index is a calculation that defines the level of body fat both for men and women.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	our servers or computers	log	log	Plur	log	root	When you use our site, our servers or computers log your IP addresses.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	our intended disclosures or uses of personal information	change	change	Plur	change	advcl	If our intended disclosures or uses of personal information change, we will notify you accordingly.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your scout	has	have	Sing	have	advcl	If you or your scout has one, you should immediately stop using it and return it to a Boy Scouts of America retail store or distributor for a replacement, free of charge.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Muttonbirds or wedge - tailed shearwaters	visit	visit	Plur	visit	root	Muttonbirds or wedge-tailed shearwaters visit Coffs Harbour between August and May to breed on Muttonbird Island.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	meaty fillings or salads ( ie. shrimp salad or tartare )	look	look	Plur	look	advcl	Both look good but I find that French inspired fillings or creamy fillings (ie. goat cheese or cream cheese filling) look better in the round wonton cups whereas meaty fillings or salads (ie. shrimp salad or tartare) look better in the square wonton cups.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	French inspired fillings or creamy fillings ( ie. goat cheese or cream cheese filling )	look	look	Plur	look	ccomp	Both look good but I find that French inspired fillings or creamy fillings (ie. goat cheese or cream cheese filling) look better in the round wonton cups whereas meaty fillings or salads (ie. shrimp salad or tartare) look better in the square wonton cups.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	small factions or fractions of things	happen	happen	Plur	happen	advcl	Questioned if there is a kind of Hindu nationalism that is not fostering good inter-communal ties, Shah Rukh said: "Because of social media, whenever a certain thing, when small factions or fractions of things happen now, they seem a little bigger.	c4-train.00002-of-01024_parsed_xac.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either Pomo or Harrison Brome	touch	touch	Plur	touch	acl:relcl	I love almost everything either Pomo or Harrison Brome touch, so it was only natural that this track would be making the cut.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Laser , or " hot " treatment to the retina ,	uses	use	Sing	use	root	Laser, or "hot" treatment to the retina, uses different wavelengths of light to seal leaking blood vessels (diabetes or wet macular degeneration) or to induce a biologic pigment seal around retinal tears that can be visualized through a special lens applied to the eye.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	office	cop	Developing a relationship with the gatekeeper comes in handy when you’ve been unable to reach your potential partner because he or she is often out of the office.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	receive	aux	Another approach is to e-mail your potential partner to check if he or she has received your letter, and then ask for the best time to call him or her.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Students or researchers	think	think	Plur	think	root	Students or researchers think that they don’t need specialists to search information.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Qi , or vital energy ,	flows	flow	Sing	flow	acl	At the core of this ancient medicine is the philosophy that Qi, or vital energy, flows throughout the body.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Personal Pronoun	Sing	Not Personal Pronoun	someone or something	enters	enter	Sing	enter	advcl	The answer varies by model; however, your video doorbell should be able to notify you when someone or something enters your yard or porch without picking up extraneous details like cars in the road.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The LSST , or Large Synoptic Survey Telescope	is	be	Sing	construction	cop	The LSST, or Large Synoptic Survey Telescope, is presently under construction high in the Chilean foothills and will be used to identify asteroids and comets that might pose a threat to Earth.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any business or individual who copies any copyrighted item from us for commercial use	agrees	agree	Sing	agree	root	Any business or individual who copies any copyrighted item from us for commercial use agrees to forfeit any and all revenue generated in any way by the use of our copyrighted material plus 20%, in addition to court costs.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Images paired like a storyboard or single images appearing like cinema stills	create	create	Plur	create	root	Images paired like a storyboard or single images appearing like cinema stills create visual anecdotes about the idea of ‘signs’ or receiving messages from the universe.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a business or business leader	has	have	Sing	present	aux	They are on the journey because they are working in the service of a vision that a business or business leader has presented to them and they have “bought” into.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Green Level disability attorney or advocate	Does	do	Sing	work	aux	Does the Green Level disability attorney or advocate work only on disability cases?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Green Level NC social security attorney or advocate	Is	be	Sing	company	cop	Is the Green Level NC social security attorney or advocate an accessible company?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Green Level lawyer or advocate	Does	do	Sing	know	aux	Does the Green Level lawyer or advocate know the disability industry?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the lawyer or advocate you choose	have	have	Plur	have	csubj	It is advisable that the lawyer or advocate you choose have experience successfully representing claimants at several levels and are acquainted with the local Administrative Law Judges who have their own requirements for the hearings.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Replicated discs — or pressed CDs —	are	be	Plur	what	cop	Replicated discs — or pressed CDs — are what most people think of when they think of CDs.	c4-train.00002-of-01024_parsed_xac.conllu
