experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A big pastry board or surface	helps	help	Sing	help	root	A big pastry board or surface definitely helps, and your rolling pin can’t be curved.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Grey circles or squares	correspond	correspond	Plur	correspond	root	Grey circles or squares correspond to missing positions according to the IMGT unique numbering for C-DOMAIN and C-LIKE-DOMAIN.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	No govt or company	controls	control	Sing	control	root	No govt or company controls Bitcoin; it&apos;s operated via a decentralized community of desktops that anybody can subscribe to.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	half ( or all ) of Ukraine	falls	fall	Sing	fall	advcl	If half (or all) of Ukraine eventually falls under Russian control, that would make Russia a primary supplier of gas energy to Europe.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any man or woman who indulges in random acts of kindness without expecting anything in return	is	be	Sing	hero	cop	Any man or woman who indulges in random acts of kindness without expecting anything in return is my hero.	c4-train.00001-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	This creamy , tangy low carb minutes or until a toothpick	become	become		become	root	This creamy, tangy low carb minutes or until a toothpick become your favourite spring dessert.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Flavor ( American English ) or flavour ( British English ; see spelling differences )	is	be	Sing	impression	cop	Flavor (American English) or flavour (British English; see spelling differences) is the sensory impression of food or other substance, and is determined primarily by the chemical senses of taste and smell.	c4-train.00001-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	“ Rags to riches ” ( or power or fame )	is	be	Sing	story	cop	First, its exceptionalism: “Rags to riches” (or power or fame) is not a universal story, nor a common one.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your next train or bus	is	be	Sing	arrive	aux	Know at a glance when your next train or bus is arriving.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your gutter or downspout	Does	do	Sing	need	aux	Does your gutter or downspout need to be repaired or replaced?	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the mail or newspapers	are	be	Plur	pile	aux	Burglars typically will verify to see that the mail or newspapers are piling up on a driveway.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	blinds or drapes	block	block	Plur	block	ccomp	If you don’t wish to rearrange the inside of your own home, simply make sure that blinds or drapes block the view.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an agave plant disease or blight known as TMA	has	have	Sing	reduce	aux	Since the year 2000 an agave plant disease or blight known as TMA has greatly reduced the harvest of agave which has resulted in lower tequila production and higher prices.	c4-train.00001-of-01024_parsed_xab.conllu
PS	False	False	Plur	1	Sing	Not Pronoun	we or pGPS	place	place	Plur	place	advcl	So, why isn’t a high-scoring, smart, puck-moving defender not projected as either safer or higher than we or pGPS place him?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	every protocol or dapp	has	have	Sing	have	advcl	Because every protocol or dapp has a different use case we are working hard to categories them and rank them in a fair and meaningful way.	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the expanded path ( check the generated config file ) or the properties of the shortcut	references	reference	Sing	reference	ccomp	Did you check that the expanded path ( check the generated config file ) or the properties of the shortcut references a file that exists in your running pe.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	What types or severities of abuse	warrant	warrant	Plur	warrant	root	What types or severities of abuse warrant which consequences?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	injury or death	has	have	Sing	occur	aux	If you are in an automobile, motorcycle or boating accident; or a Slip and Fall accident, Wrongful Death & Serious Injury situation, Medical Malpractice, Defective Products, or many other types of legal situations where injury or death has occurred, contact us immediately.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	injury or death	has	have	Sing	occur	aux	We specialize in Auto Accident & Serious Injury, Motorcycle Accidents, Boating Accidents, Wrongful Death, Medical Malpractice, Defective Products and many other types of legal situations where injury or death has occurred.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	injury or death	has	have	Sing	occur	aux	We specialize in cases involving Defective Products including toys, Wrongful Death & Serious Injury, Medical Malpractice, Slip and Fall, and many other types of situations where injury or death has occurred.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	injury or death	has	have	Sing	occur	aux	We also specialize in Slip and Fall accidents, Wrongful Death & Serious Injury, Medical Malpractice, Defective Products, and many other types of legal situations where injury or death has occurred.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	injury or death	has	have	Sing	occur	aux	We also specialize in Slip and Fall accidents, Wrongful Death & Serious Injury, Medical Malpractice, Defective Products, and many other types of legal situations where injury or death has occurred in Jupiter, Palm Beach Gardens, West Palm Beach, Delray Beach and throughout Palm Beach, the Treasure Coast and all of Florida.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	File boxes stored on high shelves in an office or supplies stacked on shelves	have	have	Plur	have	root	File boxes stored on high shelves in an office or supplies stacked on shelves also have the potential to cause severe injury if they fall.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	has	have	Sing	suffer	aux	If you or a loved one has suffered an injury, contact Lundy Law today to learn what rights you may have.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a chemical test or other evidence	proves	prove	Sing	prove	advcl	The Virginia DUI law according to Va. Code Section 18.2-266 states in part that it is unlawful for any person to operate a motor vehicle if a chemical test or other evidence proves beyond a reasonable doubt that the driver was operating with a blood alcohol concentration of 0.08 percent or more or while such person is under the influence of alcohol.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the jurors ( or eJurors )	participate	participate	Plur	participate	advcl	eJury functions much like a traditional "live" mock jury or focus group except that the jurors (or eJurors) participate via the Internet.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Bhundana Pin code or Postal zip code of Bhundana	is	be	Sing	number	cop	Bhundana Pin code or Postal zip code of Bhundana is an unique Post index number provided to the post office of Bhundana, Jodhpur Division, Jodhpur District of Rajasthan state, India.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the certifying licensed professional engineer or onsite soil evaluator	approves	approve	Sing	approve	ccomp	8. Gravelless material may be substituted for gravel in accordance with this chapter, provided that the certifying licensed professional engineer or onsite soil evaluator approves the substitution.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Christian thought or concept	has	have	Sing	dominate	aux	Yet, the Christian thought or concept has dominated the civilization of the world and that has not been by reason of force being applied to compel people to accept it.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	1	you or I	think	think	Sing	think	acl:relcl	Sadly, it really doesn’t matter what you or I think about this, as a certain amount of prejudice has already built up against commercial sites without their own domain names…	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a trademark or registered brand name	affords	afford	Sing	afford	acl:relcl	An extremely topical issue, and currently a highly contentious o­ne, is the protection or lack of it that a trademark or registered brand name affords companies seeking to register a domain name.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Andromeda Galaxy or M31	is	be	Sing	year	cop	Andromeda Galaxy or M31 is about 2.4 million light-year from us – our neighbour in cosmic scale.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Harry or AJ Brown	fall	fall	Plur	fall	ccomp	At WR, I'm looking to see if Harry or AJ Brown fall to the 2nd, and I might target Stanley Morgan Jr later.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	tenant	cop	Pettigrew said service is restored if the new customer provides documentation that he or she is the new tenant and the old tenant no longer resides there.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Dave Sinclair and / or his son Dave	are	be	Plur	dealership	cop	Dave Sinclair and/or his son Dave are physically at the dealership 99% of the time, and we work personally with the staff and customers to make sure everything comes together in a satisfactory manner for all.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	lives	live	Sing	live	acl:relcl	The amount depends on the state he or she lives in and their specialty, but it generally runs in the 20 to 40 hours per year range.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Unauthorized usage and or reproduction of said images	constitutes	constitute	Sing	constitute	root	Unauthorized usage and or reproduction of said images constitutes copyright infringement.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an individual or culture	makes	make	Sing	make	acl:relcl	Dietary habits are the habitual decisions an individual or culture makes when choosing what foods to eat.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	This spiritual body or light body	allows	allow	Sing	allow	root	This spiritual body or light body allows our High Self or Christ Self to fuse more and more with the soul so that the soul eventually becomes an expression of the Christ.	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	a personality or its followers	reap	reap	Plur	reap	ccomp	This means a personality or its followers reap the consequences of its actions, and even of thoughts and feelings.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your job or your partner	is	be	Sing	harmony	cop	As your consciousness expands, you may realize that your job or your partner is no longer in harmony with your beliefs.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	needs	need	Sing	need	acl:relcl	So long as the attorney is aware of ongoing medical treatment, then the attorney should have all of the information that he or she needs in order to process the claim properly.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Mods ( or moderators )	are	be	Plur	user	cop	Mods (or moderators) are users chosen by the room owner help moderate the chat.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	their parents or other adults	giving	give		give	ccomp	And I know they are giving, because they saw their parents or other adults giving.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	1	he or I	come	come	Sing	come	csubj	It doesn’t matter if he or I come up with the idea.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	a current goal you have for your writing , or something that you are currently working / hoping to improve in your writing	is	be	Sing	what	cop	What is a current goal you have for your writing, or something that you are currently working/hoping to improve in your writing?	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or others	have	have	Plur	package	aux	plus any additional functionality that you or others have packaged so that it can be loaded as a Guile Scheme module.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Beehive , Austria , or Beehive , Vienna ,	are	be	Plur	term	cop	Beehive, Austria, or Beehive, Vienna, are terms used in English-speaking countries to refer to the many types of decorated porcelain bearing a mark that looks like a beehive.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	Electric or a hydro - vac unit driven by the PS pump	work	work	Plur	work	root	Electric or a hydro-vac unit driven by the PS pump work well and a lot of info is available online.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	This much - branched , evergreen shrub or small tree	grows	grow	Sing	grow	root	This much-branched, evergreen shrub or small tree grows to about 4 m. in height, but spreads to about 9 m across.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Journalism degree and / or previous experience with healthcare related copywriting	is	be	Sing	plus	cop	Journalism degree and/or previous experience with healthcare related copywriting is a plus.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your associates or coworkers	become	become	Plur	become	root	Often times your associates or coworkers become familiar of a vacancy in their neighborhood or building complex.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Object fixation ( or target fixation )	occurs	occur	Sing	occur	root	Object fixation (or target fixation) occurs when you are so intently focused on an object or target (in this case, it was keeping the trees in sight so I didn’t fly into them) that you are unable to see anything else.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Each squad or team	requires	require	Sing	require	root	Each squad or team requires different equipment, depending on their goal.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	root	When a patient arrives, he or she has an anesthetic cream applied to the area to be treated.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	big events or adventures	are	be	Plur	experience	cop	I’ve said before that big events or adventures are really all about the entire experience and not just the end result.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	has	have	Sing	suffer	aux	If you or someone you know has suffered a back injury, please contact the Cunard Law Firm.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	has	have	Sing	suffer	aux	If you or someone you know has suffered a chemical exposure injury, please contact the Cunard Law Firm.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	has	have	Sing	suffer	aux	If you or someone you know has suffered a severe injury while using a consumer product, please contact the Cunard Law Firm.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Formoterol or eformoterol	is	be	Sing	agonist	cop	Formoterol or eformoterol is a long-acting β2-agonist used in the management of asthma and/or chronic obstructive pulmonary disease (COPD).	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Formoterol or eformoterol	is	be	Sing	agonist	cop	Duova contains Formoterol or eformoterol is a long-acting β2-agonist used in the management of asthma and/or chronic obstructive pulmonary disease (COPD).	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Trump or his administration	violates	violate	Sing	violate	root	Even if Trump or his administration violates the constitution?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A tantric - staff or khatvanga	rests	rest	Sing	rest	root	A tantric-staff or khatvanga rests within the crook of her left arm, which essentially symbolizes her inseparable union with her consort, Chakrasamvara.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Links to other websites or references to products , services or publications other than those of <UNK> and its subsidiaries and affiliates at this website	do	do	Plur	imply	aux	Links to other websites or references to products, services or publications other than those of sanantoniocheapcarinsurancequotes.com and its subsidiaries and affiliates at this website, do not imply the endorsement or approval of such websites, products, services or publications by sanantoniocheapcarinsurancequotes.com or its subsidiaries and affiliates.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	SSH , or Secure Shell ,	is	be	Sing	way	cop	SSH, or Secure Shell, is a very common way to securely access remote machines, typically via the command line.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	is	be	Sing	look	aux	If you or someone you know is looking for an internship, we’d love to hear about your skills!	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	understands	understand	Sing	understand	ccomp	The CARE Act requires hospitals to offer each admitted patient who will be discharged home an opportunity to: (1) identify a lay caregiver, (2) communicate with the lay caregiver regarding discharge and (3) offer education and training to the lay caregiver to ensure he or she understands how to care for the patient post-discharge, among other things.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	most adjuvant labels or MSDSs	do	do	Plur	include	aux	Unlike herbicide labels, most adjuvant labels or MSDSs do not include information of the compound’s behavior or fates in the environment (in plants and soil).	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	receives	receive	Sing	receive	acl:relcl	These analyst programs frequently serve as placement pools, meaning that a student’s performance during the program can guide the job offer(s) he or she receives after graduation.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Conscious sedation or IV sedation	allows	allow	Sing	allow	root	Conscious sedation or IV sedation allows you to enter a state of relaxation while staying awake during your dental procedure, keeping you free from pain while allowing you to respond to your dentist's questions and commands.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Conscious sedation or IV sedation	is	be	Sing	way	cop	Conscious sedation or IV sedation is a great way to ease your mind during a dental procedure and is offered for your comfort and anxiety control during many different procedures.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Sarasota Airport , or the Sarasota Bradenton International Airport ,	is	be	Sing	destination	cop	Sarasota Airport, or the Sarasota Bradenton International Airport, is a popular destination for Americans from colder climes who want to head south for the winter and enjoy warm weather.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Delegate or the Data Protection Officer	does	do	Sing	what	cop	Who is and what does the Delegate or the Data Protection Officer?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	He or she	is	be	Sing	person	cop	He or she is the person responsible for ensuring the diligence in complying with the regulations on the protection of personal data;	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	What effect or effects	cause	cause	Plur	cause	root	What effect or effects cause this change in Edith’s consumption from (a)? (c) How much of each good will she purchase herself, if her neighbour still provides B  6 and she can consume street light without paying for it but the PB increases to $8?	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	What effect or effects	cause	cause	Plur	cause	root	What effect or effects cause this change in Edith’s consumption from (b)? #2.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your contractors ( or employees )	share	share	Plur	share	advcl	Alternatively, if your contractors (or employees) share a similar set of rates, you can use the "wildcarding" features in the system to set up one global rate sheet to cover all of them.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	some themes or ideas you 'd like to see incorporated	are	be	Plur	what	cop	What are some themes or ideas you'd like to see incorporated?	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or a loved one	needs	need	Sing	need	advcl	If you or a loved one needs help, please call the National Suicide Prevention Hotline at 1-800-273-TALK (8255) or visit Suicidepreventionlifeline.org.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your parents or grandparents	cause	cause	Plur	cause	ccomp	Stop pretending your parents or grandparents cause your problems and stand on your own two feet.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your staff or customers	start	start	Plur	start	advcl	We can turn up, complete our cleaning and be gone long before your staff or customers start arriving in the morning.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you ( or a team member )	spend	spend	Plur	spend	acl	You can see details on how long replies take, the handle time for how long you (or a team member) spend on email tickets, emails per team member, happiness ratings (customers can vote whether your responses are helpful), the average number of emails per month, and more.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Tradeshift and / or Elysium Healthcare Limited	processing	process		process	advcl	I consent to Tradeshift and/or Elysium Healthcare Limited processing this data for the purpose of making a connection on the Tradeshift network.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the router or firewall / security software	is	be	Sing	look	aux	Because the router or firewall/security software is only looking to interpret these key words on the standard IRC port (6667), the quick work-around is to connect to AnthroChat using a port other than 6667, such as 7667 or 7000.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	needs	need	Sing	need	acl:relcl	As the student reads, the reading material constantly adapts to ensure the student is focused on the content he or she needs the most to close any knowledge gaps.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	most big runs or short passes that turn into big plays	are	be	Plur	result	cop	Usually, most big runs or short passes that turn into big plays are a result of good downfield blocking by receivers.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the occasion or celebration	is	be	Sing	whatever	cop	Roast chicken is a fabulous family treat for everyone, whatever the occasion or celebration is.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any dessert or sweet made with mango	is	be	Sing	water	cop	Mangoes are every ones favourite and any dessert or sweet made with mango is more mouth-watering.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	No two medical reports or research studies	provide	provide	Plur	provide	root	No two medical reports or research studies provide precisely the same data on the benefits or drawbacks of taking medical marijuana derivatives.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	B9 or folic acid ( also known as folate )	is	be	Sing	nutrient	cop	B9 or folic acid (also known as folate) is also an essential nutrient among the B vitamins.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Anjuta or wxDevC ++ ( for Linux )	has	have	Sing	evolve	aux	I personally can't wait until Anjuta or wxDevC++ (for Linux) has evolved to an IMHO equal to C++ Builder.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the lender and / or the home builder	subsidize	subsidize	Plur	subsidize	root	When the lender and/or the home builder subsidize the mortgage by lowering the interest rate during the first few years of the loan.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	An option or mandatory , ,	provides	provide	Sing	provide	root	An option or mandatory, depending on the conditions of the mortgage agreement, provides for the automatic payment of property taxes, the amount is added to the regular monthly payment.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the ionizing purifier or ozone generator you pick and use	outputs	output	Sing	output	advcl	As long as the ionizing purifier or ozone generator you pick and use outputs a maximum of 0.05 ppm ozone in the air, you are basically safe to use it.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a need or question	arises	arise	Sing	arise	advcl	When a need or question arises, call one of our knowledgeable sales staff at right away!	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Dia de los Muertos or Day of the Dead	is	be	Sing	celebration	cop	Dia de los Muertos or Day of the Dead is the Mexican celebration of All Souls Day.	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Calaveras , or skulls	show	show	Plur	show	root	Calaveras, or skulls show up in masks, costumes, paper maché puppets, and candy, including sugar skulls that children decorate for the day.	c4-train.00001-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	the prophets and / or God	have	have	Plur	have	ccomp	Because you assume that the prophets and/or God have to answer to you, give you what you want how you want it, you are causing yourself nearly unbearable pain.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a Mormon woman ( or man )	does	do	Sing	have	aux	What recourse does a Mormon woman (or man) have in an abusive marriage?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an ancient Eastern devotional system , or practice ,	has	have	Sing	become	aux	But such feverish popularity is fascinating, that an ancient Eastern devotional system, or practice, has become a multi-million-pound industry in the time-starved stress-ridden West.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	two words or phrases	refer	refer	Plur	refer	advcl:relcl	Google can now understand context to some extent, such as when two words or phrases actually refer to the same thing so targeting one keyword can now help you rank for related queries.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Their fine lines or rich colour surfaces	contrast	contrast	Plur	contrast	root	Their fine lines or rich colour surfaces contrast with the lively letterings, which are partly hand-painted with brush and ink.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an agency or a direct client	has	have	Sing	view	aux	I now invite you to share your comments or similar experiences when an agency or a direct client has viewed you as a factory worker and not as a professional.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	1	No group or I	have	have	Plur	do	aux	No group or I have done any such promoting.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A black smoker or sea vent	is	be	Sing	type	cop	A black smoker or sea vent is a type of hydrothermal vent found on the seabed, typically in the abyssal and hadal zones.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	such information or advice	does	do	Sing	form	aux	To the extent that we provide technical information or act in an advisory capacity, and such information or advice does not form part of the contractually agreed scope of services that we are obligated to render, same is provided at no charge and under exclusion of all liability.	c4-train.00001-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	The buildings or structure developed in Melbourne	stands	stand	Sing	stand	root	The buildings or structure developed in Melbourne stands in competition to that of other countries like London, Tokyo, New York and Germany.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The current Cheif Executive Officer , or CEO , of the Launchpad Holdings LLC	has	have	Sing	have	root	The current Cheif Executive Officer, or CEO, of the Launchpad Holdings LLC he has decades of experience assisting those with ideas on how to develop the foundations of their businesses.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The width or spread of the feathers	tend	tend	Plur	tend	root	The width or spread of the feathers tend to run about 7".	c4-train.00001-of-01024_parsed_xab.conllu
